title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Niedrigenergiehaus - Massiv &amp; Solide - 7-Zi. DHH in begehrter Lage von HH-Fischbek,619.000 €,"Neugraben-Fischbek, 21149 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,147 m²,448 m²,4.211 €/m²,Doppelhaushälfte,88 m²,nil,nil,2,3 Stellplätze,"3,57 %","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Traumhaftes Einfamilienhaus in hinterer Lage,950.000 €,"Rahlstedt, 22145 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,171 m²,691 m²,5.556 €/m²,Villa,260 m²,kurzfristig möglich,3,3,2 Garagen,3.57 %,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Einfamilienhaus mit Einliegerwohnung *NEUE Gasheizung 2024* in ruhiger, grüner Lage im Alstertal",795.000 €,"Poppenbüttel, 22399 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,178 m²,801 m²,4.466 €/m²,Einfamilienhaus (freistehend),120 m²,10.11.2023,3,3,4 Stellplätze,3.57 %,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Exklusives Einfamilienhaus mit viel Platz für die ganze Familie!,1.950.000 €,"Wellingsbüttel, 22391 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","8,5",302 m²,1.583 m²,6.457 €/m²,Einfamilienhaus (freistehend),nil,sofort,nil,nil,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Projektübernahme • Neubau Mehrfamilienhaus mit 3 ETW und Tiefgarage in Top-Lage von Volksdorf,2.499.800 €,"Volksdorf, 22359 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11,"543,81 m²",983 m²,4.597 €/m²,Mehrfamilienhaus,nil,Nach Vereinbarung,nil,6,5 Garagen,"6,25 % inkl. MwSt. vom Kaufpreis für Nachweis und/oder Vermittlung","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
RESERVIERT- Einfamilienhaus in bestechender Lage!,620.000 €,"Sasel, 22393 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,102 m²,783 m²,6.078 €/m²,Einfamilienhaus (freistehend),nil,nil,3,1,nil,"3,15",{}
Eine Wohlfühloase in ruhiger Lage,699.000 €,"Rahlstedt, 22143 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,121 m²,662 m²,5.777 €/m²,Einfamilienhaus (freistehend),71 m²,nil,3,1,2 Außenstellplätze,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises",{'is24qa-keller-label': ''}
Einfamilienhaus in Bestlage von Volksdorf - Baugenehmigung vorhanden -,1.789.000 €,"Volksdorf, 22359 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,200 m²,"636,5 m²",8.945 €/m²,Einfamilienhaus (freistehend),44 m²,nil,4,3,1 Außenstellplatz,nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Stadthaushälfte in Bestlage von Volksdorf - Baugenehmigung vorhanden -,1.648.000 €,"Volksdorf, 22359 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,214 m²,420 m²,7.701 €/m²,Einfamilienhaus (freistehend),41 m²,nil,4,3,1 Außenstellplatz,nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Energieeffizienklasse A+! Junges Einfamilienhaus im Grünen mit über 250m² Wohn-und Nutzfläche!,900.000 €,"Langenhorn, 22415 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"138,51 m²",1.000 m²,6.498 €/m²,Einfamilienhaus (freistehend),"119,45 m²",nil,nil,2,nil,"3,57 % inkl. ges. MwSt.*",{'is24qa-keller-label': ''}
