title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Wohntraum am Kottenforst,1.149.000 €,"53343 Wachtberg, Rhein-Sieg-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"235,2 m²",856 m²,4.885 €/m²,Einfamilienhaus (freistehend),"165,92 m²",Nach Vereinbarung,nil,nil,Außenstellplatz,"3,57% des Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Schöne Stunden im Freien!,1.498.000 €,"Junkersdorf, 50858 Köln
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"136,39 m²",1.153 m²,10.983 €/m²,Bungalow,nil,Nach Vereinbarung,nil,nil,Außenstellplatz,"3,57% des Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Rittergut Slavanien - sanierter Gutshof mit zahlreichen Nutzungsmöglichkeiten in Goch,2.150.000 €,"47574 Goch, Kleve (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",13,383 m²,35.697 m²,5.614 €/m²,Wohnimmobilie (sonstige),nil,nil,5,3,20 Stellplätze,"3,57 % (inkl. 19 % MwSt.)","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Paradies für Pferdefreunde – stilvolles Einfamilienhaus in idyllischer Grünlage von Mülheim,1.290.000 €,"Saarn, 45481 Mülheim an der Ruhr
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","4,5",161 m²,7.505 m²,8.012 €/m²,Wohnimmobilie (sonstige),32 m²,nil,3,2,6 Stellplätze,"3,57 % (inkl. 19 % MwSt.)","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Mediterrane Landhausvilla mit freistehendem Nebenhaus und Pferdehaltung in den Süchtelner Höhen,3.900.000 €,"41749 Viersen, Viersen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",16,569 m²,54.900 m²,6.854 €/m²,Wohnimmobilie (sonstige),232 m²,nil,6,4,4 Garagen,"3,57 % (inkl. 19 % MwSt.)",{'is24qa-gaeste-wc-label': ''}
Mehrfamilienhaus in grüner Lage von Wuppertal,579.000 €,"Heckinghausen, 42289 Wuppertal
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",16,450 m²,471 m²,1.287 €/m²,Mehrfamilienhaus,150 m²,nil,nil,8,nil,"4,76%","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Zentral gelegenes Mehrfamilienhaus mit 3 Wohnungen in top Zustand!,365.000 €,"45699 Herten, Recklinghausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,236 m²,256 m²,1.547 €/m²,Mehrfamilienhaus,nil,sofort,7,3,1 Garage,"4,76% inkl. 19% MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"REIMANN&WOLFF Würselen: ""Wohnfühlen auf vier Etagen.""",639.000 €,"52146 Würselen, Aachen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"172,18 m²",283 m²,3.711 €/m²,Einfamilienhaus (freistehend),nil,nach Vereinbarung,4,2,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Hollenders Immobilien: Charmantes Einfamilienhaus in denkmalgeschützter Hofanlage,465.000 €,"Dürener Straße 456,
Junkersdorf, 50858 Köln",3,"109,43 m²",1.274 m²,4.249 €/m²,Reihenmittelhaus,"53,88 m²",nach Vereinbarung,2,1,1 Garage,"Die Courtage beträgt 3,57% inkl. 19% gesetzlicher Mehrwertsteuer.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}"
Attraktives Mehrfamilienhaus in ruhiger Lage von Sundern,429.000 €,"59846 Sundern (Sauerland), Hochsauerlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",13,272 m²,866 m²,1.577 €/m²,Mehrfamilienhaus,nil,Nach Absprache,nil,5,nil,"4,76 % des Kaufpreises inkl. MwSt., fällig vom Käufer bei notariellem Kaufvertragsabschluss.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Freistehendes EFH in sehr guter Stadtlage von Emsdetten,390.000 €,"48282 Emsdetten, Steinfurt (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,252 m²,654 m²,1.548 €/m²,Einfamilienhaus (freistehend),102 m²,sofort,4,3,2 Carports,"3,57 %",{'is24qa-keller-label': ''}
"Zentral in Bergheim: Vermietetes 2-Parteienhaus mit Teilkeller, Balkon, Garten, Stellplätzen, Garage",390.000 €,"50126 Bergheim, Rhein-Erft-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,"204,66 m²",488 m²,1.906 €/m²,Doppelhaushälfte,nil,nil,4,4,nil,"3,57% Käufercourtage inkl. MwSt.",{}
Wohn- und Geschäftshaus im Herzen von Goch,169.000 €,"Hinterm Engel 4,
47574 Goch, Kleve (Kreis)",7,115 m²,89 m²,1.470 €/m²,Mehrfamilienhaus,75 m²,sofort,5,1,nil,"4,76 inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Spielerisch gestaltet: Doppelhaushälfte in ruhiger Seitenstraße.,239.500 €,"Beekscherweg 29,
47559 Kranenburg, Kleve (Kreis)",3,98 m²,114 m²,2.444 €/m²,Doppelhaushälfte,nil,nil,2,1,1 Außenstellplatz,"1,8 % vom Käufer und vom Verkäufer, je",{}
Sehr gepflegtes Einfamilienhaus || Schöner Garten || Umfangreiche Sanierungen,374.000 €,"50169 Kerpen, Rhein-Erft-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"109,6 m²",317 m²,3.412 €/m²,Reihenmittelhaus,"35,35 m²",nil,3,1,2 Außenstellplätze,"3,57% inkl. MwSt.",{'is24qa-keller-label': ''}
Mehrfamilienhaus in ruhiger Wohnlage,670.000 €,"48291 Telgte, Warendorf (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11,"311,75 m²",617 m²,2.149 €/m²,Mehrfamilienhaus,nil,nil,3,3,5 Stellplätze,"3,9 % inkl. ges. MwSt.",{'is24qa-vermietet-label': ''}
++ Architektonisches Meisterwerk ++,483.250 €,"41849 Wassenberg, Heinsberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,"174,68 m²",1.097 m²,2.766 €/m²,Wohnimmobilie (sonstige),"92,62 m²",nil,6,3,nil,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Solides Mehrfamilienhaus mit Entwicklungspotenzial,799.000 €,"Lerchenweg 23,
53797 Lohmar, Rhein-Sieg-Kreis",8,"229,65 m²",586 m²,3.479 €/m²,Mehrfamilienhaus,nil,sofort,4,3,5 Stellplätze,Nein,"{'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Solide Kapitalanlage in Top Lage. Mehrfamilienhaus mit 3 Wohneinheiten in Bielefeld Brake.,650.000 €,"Heepen, 33729 Bielefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",13,304 m²,475 m²,2.138 €/m²,Mehrfamilienhaus,"165,6 m²",nil,nil,3,4 Stellplätze,"3,57 % inkl. 19 % MwSt. vom notariellen Kaufpreis","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Die ganze Familie unter einem Dach - Zweifamilienhaus in Mauritz,790.000 €,"Mauritz-Ost, 48155 Münster
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"193,83 m²",957 m²,4.076 €/m²,Mehrfamilienhaus,nil,sofort,4,2,1 Carport,"3,0 % inkl. gesetzl. MwSt. vom Käufer",{'is24qa-keller-label': ''}
