title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Tradition trifft Innovation: Ein zeitgemäßes Upgrade für klassische Eleganz – Ihr neuer Favorit wa,266.000 €,"78187 Geisingen, Tuttlingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,100 m²,770 m²,2.660 €/m²,Bauernhaus,nil,November 2023,1,1,2 Garagen,"3,57 % Käuferprovision inkl. 19 % MwSt.",{'is24qa-keller-label': ''}
"Kleines, stilvoll renoviertes Haus mit Garten",110.000 €,"72461 Albstadt, Zollernalbkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,80 m²,100 m²,1.375 €/m²,Einfamilienhaus (freistehend),nil,sofort,2,1,2 Außenstellplätze,"3,57 % Käuferprovision inkl. 19 % MwSt.",{}
"NEU! Bauernhaus mit viel Land, bis 2023 renoviert sowie zusätzliche ca. 400 m² Neubau/ Rohbau und ei",1.665.000 €,"73486 Adelmannsfelden, Ostalbkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",15,780 m²,21.730 m²,2.135 €/m²,Bauernhaus,1 m²,Absprache,nil,4,4 Garagen,"4,76% Käuferprovision inkl. 19 % MwSt",{'is24qa-keller-label': ''}
Gepflegtes Wohn- und Geschäftshaus mit Lagerräumen und Hallen,1.490.000 €,"89129 Langenau, Alb-Donau-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,400 m²,2.227 m²,3.725 €/m²,nil,800 m²,sofort,nil,4,10 Außenstellplätze,"3,57 % Käuferprovision inkl. 19 % MwSt.",{}
Hohe Mieteinnahmen! Gr. gepflegtes Haus mit vielfältigen Möglichkeiten. Großfam./ Mehrgenerationen,485.000 €,"74219 Möckmühl, Heilbronn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11,250 m²,1.047 m²,1.940 €/m²,Mehrfamilienhaus,150 m²,05/2024,6,2,2 Stellplätze,"4,76 % Käuferprovision inkl. 19 % MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Zweifamilienhaus in Büsingen am Hochrhein tolle Lage super Ausstattung,850.000 €,"78266 Büsingen am Hochrhein, Konstanz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,390 m²,900 m²,2.179 €/m²,Mehrfamilienhaus,nil,nil,nil,2,4 Außenstellplätze,"3,57 % Käuferprovision inkl. 19 % MwSt.",{'is24qa-keller-label': ''}
Charmantes 3-FH mit modernem Flair und vielseitigem Wohnraumangebot in zentraler Lage!,449.000 €,"71723 Großbottwar, Ludwigsburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,"174,14 m²",129 m²,2.578 €/m²,Mehrfamilienhaus,65 m²,Sofort,5,3,nil,"4,76% inkl. MwSt.",{'is24qa-keller-label': ''}
Zweifamilienhaus mit viel Gestaltungspotenzial in zentraler Wohnlage von Plankstadt,439.000 €,"68723 Plankstadt, Rhein-Neckar-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,141 m²,404 m²,3.113 €/m²,nil,nil,nil,4,2,nil,"2,38% inklusive der gesetzlichen Umsatzsteuer für den Käufer auf den notariellen Kaufpreis.",{'is24qa-keller-label': ''}
Renovierungsobjekt mit Potenzial - Ihre Chance auf ein individuelles Zuhause! **PROVISIONSFREI**,135.000 €,"74831 Gundelsheim, Heilbronn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,135 m²,122 m²,1.000 €/m²,Reiheneckhaus,nil,sofort,4,2,2 Garagen,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
"Schöner Wohnen! Modernes, top gepflegtes EFH mit ELW/Büro",635.000 €,"72401 Haigerloch, Zollernalbkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,182 m²,532 m²,3.489 €/m²,Einfamilienhaus (freistehend),nil,Nach Vereinbarung,3,2,3 Stellplätze,"1,75%",{}
