title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Provisionsfrei! Energetisch sanierter Wohntraum auf 1.600 qm Grundstück,885.000 €,"Neuengamme, 21037 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,190 m²,1.615 m²,4.658 €/m²,Einfamilienhaus (freistehend),90 m²,nil,6,2,1 Garage,Provisionsfrei für den Käufer,{}
-FAMILIENTRAUM-Schönes Einfamilienhaus in Top-Lage von Sasel,1.195.000 €,"Sasel, 22393 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,142 m²,697 m²,8.415 €/m²,Einfamilienhaus (freistehend),75 m²,nach Vereinbarung,4,2,2 Carports,"Die Käufer-Courtage i.H.v. % 3,125 inkl. MwSt. ist bei Kaufvertragsabschluss verdient und fällig.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"""Idyllisches Zuhause am Waldrand: Charmante Doppelhaushälfte in traumhafter Lage""",480.000 €,"Neugraben-Fischbek, 21149 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,133 m²,420 m²,3.609 €/m²,Doppelhaushälfte,70 m²,nach Absprache,nil,2,2 Stellplätze,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Grünes Wilhelmsburg - Doppelhaushälfte mit Einzelgarage und Gartenidylle,649.000 €,"Wilhelmsburg, 21109 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,"185,04 m²",1.003 m²,3.507 €/m²,Doppelhaushälfte,165 m²,nil,nil,2,4 Garagen,"3,57 inkl. MwSt.",{}
* Mehrfamilienhaus im grünen Duvenstedt *,2.680.000 €,"Duvenstedt, 22397 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",16,"497,44 m²",1.006 m²,5.388 €/m²,Mehrfamilienhaus,nil,nach Vereinbarung,nil,nil,5 Stellplätze,"6,25","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Bramfelds versteckter Schatz,439.000 €,"Bramfeld, 22179 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,103 m²,146 m²,4.262 €/m²,Reihenmittelhaus,nil,nach Vereinbarung,4,nil,nil,"3,57% des Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
"Hochwertiges Einfamilienhaus von 2020 mit Wärmepumpe für Familie, Paar oder Individualisten",899.000 €,"Bramfeld, 22175 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,136 m²,378 m²,6.610 €/m²,Einfamilienhaus (freistehend),nil,nach Absprache,4,2,2 Außenstellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Familientraum - Neubau-Doppelhaushälfte mit vielen Extras!,1.200.000 €,"Schnelsen, 22457 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"164,87 m²",363 m²,7.278 €/m²,Doppelhaushälfte,"72,86 m²",Herbst 2024,nil,3,2 Stellplätze,Dieses Angebot ist für den Käufer provisionsfrei.,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Exklusive Villa oder rentables Mehrfamilienhaus - it's up to you!,1.890.000 €,"Marienthal, 22043 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,279 m²,657 m²,6.774 €/m²,Villa,61 m²,nil,nil,4,1 Garage,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Moderne Architektur trifft Funktionalität: Perfekt für jede Familie!,930.000 €,"Bramfeld, 22175 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,140 m²,350 m²,6.643 €/m²,Einfamilienhaus (freistehend),27 m²,nil,4,2,1 Garage,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises",{'is24qa-gaeste-wc-label': ''}
Familienidylle im Nibelungenviertel,3.375.000 €,"Rissen, 22559 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,440 m²,1.799 m²,7.670 €/m²,Einfamilienhaus (freistehend),nil,nil,6,3,nil,"3,57 % inkl. 19 % MwSt.",{'is24qa-keller-label': ''}
