title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Reihenmittelhaus mit separatem Gartengrundstück in Bürgel,69.000 €,"07616 Bürgel, Saale-Holzland-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,104 m²,97 m²,663 €/m²,Reihenmittelhaus,34 m²,nil,3,1,nil,"4.200,00",{'is24qa-online-besichtigung-moeglich-label': ''}
Erholungsgrundstück am Ortsrand von Roßleben,29.000 €,"06571 Roßleben, Kyffhäuserkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,20 m²,688 m²,1.450 €/m²,Bungalow,nil,nil,nil,nil,nil,"3,57 % inkl. Mwst.",{}
Idyllisches Zuhause mit großem Garten - Ein Traum für die ganze Familie!,280.000 €,"99848 Wutha-Farnroda, Wartburgkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,522 m²,1.867 €/m²,Doppelhaushälfte,nil,nach Vereinbarung,nil,nil,2 Garagen,"3,57% vom Kaufpreis inkl. MwSt.",{'is24qa-keller-label': ''}
"Repräsentatives Haus/Villa - zum Wohlfühlen, Leben & Genießen",800.000 €,"Gera-Westvororte, 07548 Gera
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,280 m²,2.640 m²,2.857 €/m²,Einfamilienhaus (freistehend),nil,16.5.2024,nil,nil,8 Außenstellplätze,"2,98 % Käuferprovision (inkl. gesetzl. MwSt.)","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Kapitalanlage - MFH in gute Lage in Erfurt Daberstedt,469.000 €,"Daberstedt, 99099 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,195 m²,399 m²,2.405 €/m²,Mehrfamilienhaus,70 m²,nil,nil,3,1 Außenstellplatz,"5,95% des Kaufpreises inkl.19% MwSt. fällig mit der notariellen Beurkundung und vom Käufer zu zahlen",{}
‼️ Wohn- und Geschäftshaus + 14 Einzelgaragen im Zentrum von Pößneck ‼️,279.000 €,"Straße des Friedens 6,
07381 Pößneck, Saale-Orla-Kreis",14,254 m²,854 m²,1.098 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,18 Garagen,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Dreifamilienhaus in ruhiger und sonniger Stadtrandlage von 99817 Eisenach,139.000 €,"Stadtzentrum, 99817 Eisenach
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,120 m²,272 m²,1.158 €/m²,Mehrfamilienhaus,nil,nil,nil,3,nil,"2,975 % (incl.gesetzliche Mehrwertsteuer) jeweils für Käufer und Verkäufer",{}
Halle mit Grundstück in Thangelstedt,150.000 €,"99444 Blankenhain, Weimarer Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,0 m²,2.583 m²,nil,Wohnimmobilie (sonstige),nil,mit Kaufpreiszahlung,nil,nil,nil,"7,14 % inkl. ges. MwSt.",{}
Einfamilienhaus in ruhiger Ortslage im Ortsteil Braunsroda RESERVIERT,30.000 €,"06577 Heldrungen, Kyffhäuserkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,110 m²,251 m²,273 €/m²,Reihenmittelhaus,nil,sofort,nil,1,nil,"3,57 % inkl. Mwst.",{'is24qa-als-ferienhaus-geeignet-label': ''}
Einfamilienreihenhaus mit Anbau (Stadthaus) in ruhiger Lage von Artern,159.000 €,"06556 Artern/Unstrut, Kyffhäuserkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,120 m²,137 m²,1.325 €/m²,Reihenmittelhaus,nil,sofort,2,1,nil,"3,57 % inkl. Mwst.",{'is24qa-gaeste-wc-label': ''}
