title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Drei Häuser zum Verkauf in Much Zentrum,719.000 €,"53804 Much, Rhein-Sieg-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",13,378 m²,520 m²,1.902 €/m²,Wohnimmobilie (sonstige),nil,nach Absprache,nil,5,5 Außenstellplätze,"4,76% inkl. MwSt. inkl. MwSt.","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Nettersheim: Freistehendes Einfamilienhaus in attraktiver kinderfreundlicher Lage!,499.000 €,"53947 Nettersheim, Euskirchen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,143 m²,592 m²,3.490 €/m²,nil,nil,nil,nil,nil,nil,"Käufercourtage 2,38 % inkl. MwSt.",{}
Gartenliebhaber gesucht ! Zweifamilienhaus in Waltrop,389.000 €,"45731 Waltrop, Recklinghausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,193 m²,1.009 m²,2.016 €/m²,nil,125 m²,nil,5,2,2 Garagen,"3,57","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Chance nutzen! Zweifamilienhaus mit Potential in Bocholt,350.000 €,"46397 Bocholt, Borken (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,144 m²,379 m²,2.431 €/m²,Reiheneckhaus,nil,nil,4,2,1 Garage,"3,57 % vom Kaufpreis inkl. gesetzlicher MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Freistehender Split-Level Bungalow im Herzen von Troisdorf Spich!,785.000 €,"53842 Troisdorf, Rhein-Sieg-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"174,83 m²",932 m²,4.490 €/m²,Bungalow,nil,Nach Vereinbarung,3,3,1 Garage,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
neuwertiges Einfamilienhaus mit Einliegerwohnung in Lennestadt,449.500 €,"57368 Lennestadt, Olpe (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,266 m²,635 m²,1.690 €/m²,Einfamilienhaus (freistehend),"33,07 m²",nil,4,2,3 Außenstellplätze,Nein,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Villa mit Pool in Bestlage!,3.500.000 €,"58313 Herdecke, Ennepe-Ruhr-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,280 m²,1.841 m²,12.500 €/m²,Einfamilienhaus (freistehend),nil,nil,3,3,5 Stellplätze,3.57 %,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Solides Mehrfamilienhaus mit zuverlässigen Mietern in Duisburg / Grenze Oberhausen,385.000 €,"Röttgersbach, 47167 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","14,5",363 m²,486 m²,1.061 €/m²,Mehrfamilienhaus,nil,nil,nil,6,nil,"zzgl. 4,76% Käuferprovision (inkl. MwSt.)",{'is24qa-keller-label': ''}
Großes Haus - fein und modern,459.500 €,"57413 Finnentrop, Olpe (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"166,65 m²",618 m²,2.757 €/m²,Einfamilienhaus (freistehend),nil,nil,5,1,3 Außenstellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Düsseldorf-Hubbelrath / Stratenhof: Einfamilienreihenendhaus mit Garage,650.000 €,"Hubbelrath, 40629 Düsseldorf
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,140 m²,284 m²,4.643 €/m²,Einfamilienhaus (freistehend),34 m²,sofort,nil,nil,1 Garage,"2,38% inklusive gesetzlicher MwSt.",{}
"Topgepflegtes, ruhig gelegenes Wohnhaus mit Baugrundstück!",849.500 €,"Klosterweg 110,
47574 Goch, Kleve (Kreis)",7,275 m²,1.498 m²,3.089 €/m²,Einfamilienhaus (freistehend),nil,nil,4,1,1 Garage,"1,8% der Kaufsumme inkl MwSt von je Käufer und Verkäufer","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Frisch renoviertes Reihenmittelhaus in Gelsenkichen-Heßler,265.000 €,"Heßler, 45883 Gelsenkirchen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,83 m²,343 m²,3.193 €/m²,Reihenmittelhaus,nil,nil,nil,1,nil,"3,57 %","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Hagen-Vorhalle! Attraktives Reihenmittelhaus mit guter Aufteilung - 4 Kinderzimmer möglich!,410.000 €,"Vorhalle, 58089 Hagen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","6,5",145 m²,148 m²,2.828 €/m²,Reihenmittelhaus,50 m²,nach Absprache,5,2,1 Garage,"3,57 % inkl. 19 % MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
2020 erbaut! Stilvolle Ausstattung und Wohlfühlfaktor sind bei diesem zu Hause garantiert.,529.000 €,"58675 Hemer, Märkischer Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,180 m²,434 m²,2.939 €/m²,Einfamilienhaus (freistehend),nil,nil,4,1,2 Stellplätze,"3,57 % inkl. ges. MwSt.",{}
TOP Anschrift! Entkerntes Einfamilienhaus mit großem Garten!,498.000 €,"Hochschulviertel, 58095 Hagen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,239 m²,1.269 m²,2.084 €/m²,Einfamilienhaus (freistehend),nil,sofort,nil,nil,1 Garage,"3,57% inklusive gesetzlicher MwSt.",{}
