title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Idyllisch und doch zentral - Top gepflegte DHH in Rödermark Ober-Roden,495.000 €,"63322 Rödermark, Offenbach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,123 m²,205 m²,4.024 €/m²,Doppelhaushälfte,42 m²,sofort frei,4,2,1 Garage,"2,975% (inkl. 19% MwSt) Käuferprovision","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Großes Wohnhaus mit viel Potenzial in Wanfried,119.000 €,"37281 Wanfried, Werra-Meißner-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",13,490 m²,1.335 m²,243 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,3,nil,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Entzückendes Einfamilienhaus für Gartenfreunde!,444.000 €,"64569 Nauheim, Groß-Gerau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5",115 m²,576 m²,3.861 €/m²,Einfamilienhaus (freistehend),nil,nach Absprache,2,1,1 Garage,"2,98% inkl. der gesetzl. MwSt. des Kaufpreises.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Großes 1-2 Familienhaus in Kassel-Harleshausen - Toplage nahe Waldrand,545.000 €,"Harleshausen, 34128 Kassel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,184 m²,845 m²,2.962 €/m²,Einfamilienhaus (freistehend),nil,nach Absprache,nil,nil,2 Garagen,"3,57 % inkl. ges. MwSt.",{}
Freistehendes Einfamilienhaus mit schönem Fernblick in Kassel-Wolfsanger,290.000 €,"Wolfsanger, 34125 Kassel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,136 m²,541 m²,2.132 €/m²,Einfamilienhaus (freistehend),nil,sofort,nil,nil,2 Garagen,"3,57 % inkl. ges. MwSt.",{}
Doppelhaushälfte mit großem Garten in ruhiger Wohnlage von Nieste,180.000 €,"34329 Nieste, Kassel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,94 m²,1.556 m²,1.915 €/m²,Doppelhaushälfte,nil,sofort,nil,nil,2 Garagen,"3,57 % inkl. ges. MwSt.",{}
Zwei separate Häuser auf einem Grundstück in ruhiger Lage von Fuldabrück-Dittershausen,349.000 €,"34277 Fuldabrück, Kassel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,185 m²,600 m²,1.886 €/m²,Doppelhaushälfte,nil,"Hinterhaus sofort, Vorderhaus ab Juli 2024",nil,nil,3 Stellplätze,"3,57 % inkl. ges. MwSt.",{}
Großes Einfamilienhaus in begehrter Höhenlage in Wolfhagen,325.000 €,"34466 Wolfhagen, Kassel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,235 m²,1.014 m²,1.383 €/m²,Einfamilienhaus (freistehend),nil,nach Absprache,nil,nil,2 Stellplätze,3 % inkl. ges. MwSt.,{}
Gepflegtes Wohn- und Geschäftshaus in Schauenburg-Hoof - keine Käuferprovision!,325.000 €,"34270 Schauenburg, Kassel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,104 m²,767 m²,3.125 €/m²,Mehrfamilienhaus,198 m²,nil,nil,nil,8 Stellplätze,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Vollvermietetes saniertes Wohnhaus mit 5 WE im Stadtkern,429.000 €,"34376 Immenhausen, Kassel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",15,429 m²,359 m²,1.000 €/m²,Mehrfamilienhaus,nil,nil,10,5,1 Garage,"3,57 inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Wohnhaus mit Nebengebäude im Ortszentrum,165.000 €,"35630 Ehringshausen, Lahn-Dill-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,162 m²,350 m²,1.019 €/m²,Einfamilienhaus (freistehend),nil,sofort,3,1,nil,"2,975% inklusive gesetzlicher MwSt.",{'is24qa-keller-label': ''}
Große Doppelhaushälfte mit Keller und Garten,499.900 €,"64859 Eppertshausen, Darmstadt-Dieburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,191 m²,246 m²,2.617 €/m²,Doppelhaushälfte,80 m²,01.04.2024,4,3,2 Garagen,"3,57% inkl. MwSt.","{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Zweifamilienhaus mit südländischem Flair in Bad Wildungen,468.000 €,"34537 Bad Wildungen, Waldeck-Frankenberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,266 m²,878 m²,1.759 €/m²,Mehrfamilienhaus,nil,nach Absprache,nil,3,4 Stellplätze,"3,57 %",{'is24qa-gaeste-wc-label': ''}
IHR NEUES ZUHAUSE - Provionsfrei für Käufer: Exklusive Doppelhaushälfte in Heusenstamms bester Lage,595.000 €,"63150 Heusenstamm, Offenbach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,118 m²,150 m²,5.042 €/m²,Doppelhaushälfte,nil,nil,3,1,2 Stellplätze,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
