title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Großzügiges 3-Parteienhaus in tipp-topp Zustand in Pfungstadt,670.000 €,"64319 Pfungstadt, Darmstadt-Dieburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,240 m²,400 m²,2.792 €/m²,Mehrfamilienhaus,nil,nil,nil,4,2 Garagen,"5,95 % inkl. MwSt.",{'is24qa-keller-label': ''}
Luxuriöse Stadtvilla im Herzen von Königstein mit Burglick,Auf Anfrage,"61462 Königstein im Taunus, Hochtaunuskreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,250 m²,290 m²,nil,Villa,32 m²,nach Absprache,4,3,1 Außenstellplatz,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Freistehender Neubau in Bestlage 760qm Grundstück - 10 min zum HBF Wiesbaden,1.190.000 €,"Igstadt, 65207 Wiesbaden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,220 m²,760 m²,5.409 €/m²,Einfamilienhaus (freistehend),nil,nil,4,2,2 Carports,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Neu saniertes Reihenhaus zum Kauf in Taunusstein-Wehen,495.000 €,"Freudenthaler Strasse 3,
65232 Taunusstein, Rheingau-Taunus-Kreis",5,150 m²,180 m²,3.300 €/m²,Reihenmittelhaus,50 m²,1.8.2024,4,2,1 Garage,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Attraktives 5-Zimmer-Reihenhaus in Groß-Umstadt,450.000 €,"64823 Groß-Umstadt, Darmstadt-Dieburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,123 m²,100 m²,3.659 €/m²,Reihenmittelhaus,"45,44 m²",1.9.2024,4,2,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Geräumiges REH mit zwei Garagen in ruhiger Lage in Dreieich-Sprendlingen,489.000 €,"63303 Dreieich, Offenbach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,128 m²,417 m²,3.820 €/m²,Reiheneckhaus,37 m²,Sofort,3,2,2 Garagen,"2,38% inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Günstiges 6-Raum-Einfamilienhaus in Unshasuen/Wabern mit grosser Scheune,225.000 €,"Hermannsburg 24,
34590 Wabern, Schwalm-Eder-Kreis",6,179 m²,1.394 m²,1.257 €/m²,Einfamilienhaus (freistehend),179 m²,1.9.2024,5,2,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Einziehen und wohlfühlen; sehr gepflegte DHH mit WP,475.000 €,"65468 Trebur, Groß-Gerau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,260 m²,3.654 €/m²,Doppelhaushälfte,83 m²,21.4.2024,4,2,2 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Rödermark Ober-Roden: Charmantes Haus im Grünen zur Fertigstellung,398.000 €,"63322 Rödermark, Offenbach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,106 m²,559 m²,3.755 €/m²,Einfamilienhaus (freistehend),60 m²,sofort,3,1,nil,Nein,"{'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Reihenhaus in Niedernhausen-Niederseelbach Familien freundliche Gegend,440.000 €,"65527 Niedernhausen, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,139 m²,166 m²,3.165 €/m²,Reihenmittelhaus,nil,1.8.2024,4,2,1 Außenstellplatz,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Günstiges, gepflegtes 6-Raum-Einfamilienhaus in Kassel Wehlheiden",450.000 €,"Wehlheiden, 34121 Kassel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,125 m²,692 m²,3.600 €/m²,Einfamilienhaus (freistehend),"123,66 m²",2.6.2024,4,2,1 Außenstellplatz,Nein,"{'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Kompakt und charmant – Einfamilienhaus ohne Garten,155.000 €,"64372 Ober-Ramstadt, Darmstadt-Dieburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,70 m²,157 m²,2.214 €/m²,Einfamilienhaus (freistehend),nil,Sofort,2,2,nil,"3,57 % Käuferprovision inkl. 19 % MwSt.",{}
Zwei Häuser auf einem Grundstück,659.000 €,"64347 Griesheim, Darmstadt-Dieburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,280 m²,587 m²,2.354 €/m²,Wohnimmobilie (sonstige),nil,Ab 1.3.2024,6,4,4 Garagen,"5,95 % inkl.MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Zweifamilienhaus mit Anbau im Herzen von Griesheim,549.000 €,"64347 Griesheim, Darmstadt-Dieburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,164 m²,365 m²,3.348 €/m²,Mehrfamilienhaus,nil,Nach Vereinbarung,5,nil,2 Garagen,"5,95 % inkl.MwSt",{}
"5 Zimmer EFH in ruhiger Ortslage mit Garten, großer Garage und Scheune",187.000 €,"35781 Weilburg, Limburg-Weilburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,110 m²,840 m²,1.700 €/m²,Einfamilienhaus (freistehend),50 m²,Sofort,3,2,1 Garage,"3,57 % Käuferprovision inkl. 19 % MwSt.","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Top Zweifamilienhaus mit großem Grundstück im Herzen von Griesheim,949.000 €,"64347 Griesheim, Darmstadt-Dieburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,240 m²,930 m²,3.954 €/m²,Mehrfamilienhaus,100 m²,Nach Vereinbarung,5,2,2 Garagen,"5,95 % inkl.MwSt","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Schöne Waldrandlage und ein kompaktes Haus gefällig?,515.000 €,"65366 Geisenheim, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,117 m²,300 m²,4.402 €/m²,Einfamilienhaus (freistehend),nil,2025,2,1,nil,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Bauen mit Vertrauen: Die Zukunft für Ihre Familie,1.055.194 €,"Berkersheim, 60435 Frankfurt am Main
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,123 m²,533 m²,8.579 €/m²,Einfamilienhaus (freistehend),0 m²,nil,3,2,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Ihr Traum-Bungalow in Jossgrund: Individuell nach Ihren Wünschen gestaltet,298.000 €,"63637 Jossgrund, Main-Kinzig-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"107,17 m²",764 m²,2.781 €/m²,Bungalow,nil,nil,3,1,nil,Nein,"{'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Mit Einliegerwohnung und nur 30 km bis nach Wiesbaden!,649.000 €,"65321 Heidenrod, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,194 m²,620 m²,3.345 €/m²,Mehrfamilienhaus,nil,2025,4,3,nil,"3,57% auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
Effizienzhaus 40 Neubau im Taunus? Dann aber sicher mit Living Haus,469.000 €,"65388 Schlangenbad, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,140 m²,500 m²,3.350 €/m²,Einfamilienhaus (freistehend),nil,2025,3,1,nil,"2,38 auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
"Effizienzhaus 40 mit Walmdach von Livinghaus, nur 30km bis Wiesbaden!!",459.000 €,"65388 Schlangenbad, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,500 m²,3.531 €/m²,Einfamilienhaus (freistehend),nil,2025,2,2,nil,"2,38 % auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
"Effizienzhaus 40 mit Walmdach von Livinghaus, nur 30km bis Wiesbaden!!",459.000 €,"65388 Schlangenbad, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,500 m²,3.531 €/m²,Einfamilienhaus (freistehend),nil,2025,2,2,nil,"2,38 % auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
"Ein Traum mit Flachdach von Livinghaus, nur 30km bis Wiesbaden!!",519.000 €,"65321 Heidenrod, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,143 m²,600 m²,3.629 €/m²,Einfamilienhaus (freistehend),nil,2025,3,1,nil,"3,57 % auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
"Ein Traum mit Walmdach von Livinghaus, nur 30km bis Wiesbaden!!",469.000 €,"65321 Heidenrod, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,600 m²,3.608 €/m²,Einfamilienhaus (freistehend),nil,2025,2,1,nil,"3,57 % auf den Grundstückserwerb",{}
"Ein Traum mit Walmdach von Livinghaus, nur 30km bis Wiesbaden!!",535.000 €,"65388 Schlangenbad, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,550 m²,4.115 €/m²,Einfamilienhaus (freistehend),nil,2025,2,2,nil,"5,95 % auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
"Kompakt und flexibel in der Gestaltung, typisch Living Haus!",509.000 €,"65529 Waldems, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,130 m²,445 m²,3.915 €/m²,Einfamilienhaus (freistehend),nil,nil,3,1,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Das schönste Haus der Straße und es gehört Euch!,530.000 €,"65366 Geisenheim, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,125 m²,300 m²,4.240 €/m²,nil,nil,2025,3,1,nil,nil,{'is24qa-gaeste-wc-label': ''}
Euer stilbewusstes Bekenntnis zur Nachhaltigkeit!,729.000 €,"65375 Oestrich-Winkel, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,143 m²,410 m²,5.098 €/m²,Einfamilienhaus (freistehend),nil,2025,3,1,nil,"3,57 % auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
Durch Einliegerwohnung wird die Finanzierung für Euch zum Kinderspiel!,674.000 €,"65529 Waldems, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,194 m²,440 m²,3.474 €/m²,Mehrfamilienhaus,nil,2025,4,3,nil,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Bau Dein Living-Haus!,549.000 €,"65527 Niedernhausen, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,117 m²,600 m²,4.692 €/m²,Einfamilienhaus (freistehend),nil,2025,2,1,nil,6%,{'is24qa-gaeste-wc-label': ''}
"Wie im Urlaub, ist aber Euer Zuhause!",619.000 €,"65527 Niedernhausen, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,600 m²,4.127 €/m²,nil,nil,2025,3,2,nil,6%,{'is24qa-gaeste-wc-label': ''}
"Neubau? Klar, mit Livinghaus!",599.000 €,"65527 Niedernhausen, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,144 m²,600 m²,4.160 €/m²,Einfamilienhaus (freistehend),nil,nil,3,1,nil,6 % auf den Grundstückserwerb,{'is24qa-gaeste-wc-label': ''}
Ein Traum von einem Livinghaus! Nur 30km bis Wiesbaden!!,489.000 €,"65388 Schlangenbad, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,500 m²,3.260 €/m²,Einfamilienhaus (freistehend),nil,2025,3,2,nil,"2,38% auf den Grundstückserwerb",{'is24qa-gaeste-wc-label': ''}
