title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
**NEUER PREIS** Modernes Traumhaus mit exzellenter Ausstattung und Ausblick,470.000 €,"98587 Steinbach-Hallenberg, Schmalkalden-Meiningen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,144 m²,1.193 m²,3.264 €/m²,Einfamilienhaus (freistehend),nil,sofort,3,2,1 Garage,3.57 %,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Kernsaniertes Dreifamilienhaus mit Schlossblick!,275.000 €,"99880 Waltershausen, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,182 m²,210 m²,1.511 €/m²,Mehrfamilienhaus,nil,nil,nil,3,nil,7.14 %,"{'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Stadtvilla aus den 30er Jahren sucht neuen Liebhaber zur Sanierung!,150.000 €,"99610 Sömmerda, Sömmerda (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,134 m²,527 m²,1.119 €/m²,Mehrfamilienhaus,nil,nil,nil,1,1 Garage,4.76 %,"{'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Nachhaltiges Wohnglück – Freistehendes Einfamilienhaus mit ökologischer Holzständerbauweise für N...,449.000 €,"99947 Bad Langensalza, Unstrut-Hainich-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,210 m²,720 m²,2.138 €/m²,Einfamilienhaus (freistehend),nil,01.02.2024,nil,nil,2 Stellplätze,3.57 %,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Gepflegtes Einfamilienhaus mit großer Scheune und Garten im beliebten Herbsleben,179.000 €,"99955 Herbsleben, Unstrut-Hainich-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,133 m²,430 m²,1.346 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,2,nil,siehe Sonstiges,{'is24qa-keller-label': ''}
*Preisreduzierung* Freistehendes Einfamilienhaus nahe Erfurt – Einladendes Wohnparadies in idylli...,329.000 €,"99100 Bienstädt, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,140 m²,550 m²,2.350 €/m²,Einfamilienhaus (freistehend),48 m²,01.01.2024,nil,2,3 Stellplätze,3.57 %,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
Exklusives Landgut: Historischer Vierseitenhof mit großzügigem Wohnraum und liebevoll restauriert...,650.000 €,"99947 Bad Langensalza, Unstrut-Hainich-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,323 m²,1.785 m²,2.012 €/m²,Besondere Immobilie,771 m²,nil,nil,nil,nil,3.57 %,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Familienglück am Rande des Thüringer Waldes,149.000 €,"99880 Waltershausen, Gotha (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,110 m²,528 m²,1.355 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,2,nil,4.76 %,{'is24qa-keller-label': ''}
Großzügig aufgeteiltes Einfamilienhaus -- kurzfristig beziehbar !,530.000 €,"Altstadt, 99084 Erfurt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,200 m²,3.533 €/m²,Reiheneckhaus,60 m²,sofort,4,1,1 Außenstellplatz,"3,57 % (inkl. MwSt.)","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Kleines Haus mit großem Grundstück in ruhiger Wohnlage von Heldburg!,120.000 €,"98646 Bad Colberg-Heldburg, Hildburghausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,85 m²,2.067 m²,1.412 €/m²,Einfamilienhaus (freistehend),nil,nach Vereinbarung,2,1,Außenstellplatz,"3,57 % inkl. MwSt. vom notariell beurkundeten Kaufpreis.",{'is24qa-keller-label': ''}
