title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Freistehendes Architektenhaus mit großem Garten und Einliegerwohnung in Feldrandlage,695.000 €,"Niederaden, 44532 Lünen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","6,5",215 m²,982 m²,3.233 €/m²,Einfamilienhaus (freistehend),0 m²,nil,4,2,3 Carports,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Altwohngebäude mit Garten in Lichtenau-Kleinenberg zu verkaufen!Provisionsfrei!,95.000 €,"33165 Lichtenau, Paderborn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,130 m²,526 m²,731 €/m²,Einfamilienhaus (freistehend),60 m²,nil,nil,nil,1 Garage,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Mehrfamilienhaus mit 1.611 m² Grundstück in Naturlage – bereits in 3 Eigentumswohnungen geteilt,649.000 €,"Oberforstbach, 52076 Aachen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",17,328 m²,1.611 m²,1.979 €/m²,Mehrfamilienhaus,nil,Nach Vereinbarung,7,6,8 Garagen,"2,00 % ink. gesetz. MwSt. Käufercourtage","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Am Großen Teich,785.000 €,"59494 Soest, Soest (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,149 m²,360 m²,5.268 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,nil,"Käufercourtage 2,5% vom Kaufpreis incl. MwSt. fällig und zahlbar bei Abschluß eines Kaufvertrages.",{'is24qa-gaeste-wc-label': ''}
Gut vermietetes Haus mit vier Wohnungen in schöner Lage von Senden,480.000 €,"Amselweg 1,
48308 Senden, Coesfeld (Kreis)",14,292 m²,528 m²,1.644 €/m²,nil,140 m²,nil,10,4,nil,"3,57 % incl. MwSt.",{'is24qa-keller-label': ''}
Ausbaufähige Kapitalanlage mit viel Potenzial,2.200.000 €,"Bilk, 40223 Düsseldorf
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",20,322 m²,632 m²,6.832 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,nil,"4,76",{}
"Großzügiges Architektenhaus mit freien, grünen Südblick in Saarn",395.000 €,"Saarn, 45481 Mülheim an der Ruhr
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","8,5",200 m²,397 m²,1.975 €/m²,nil,365 m²,01.07.2024,5,3,2 Garagen,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Vermietetes Reihenmittelhaus zu verkaufen,279.000 €,"51643 Gummersbach, Oberbergischer Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,90 m²,500 m²,3.100 €/m²,Reihenmittelhaus,nil,nil,2,1,2 Außenstellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Offen für Angebote: 7.0-Zimmer Haus in Neuss,410.000 €,"Furth Süd, 41462 Neuss
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,155 m²,810 m²,2.645 €/m²,nil,nil,nil,nil,nil,nil,nil,{}
Familienfreundlicher Bungalow in ruhiger Toplage; inkl. Einliegerwohnung plus weitere Nutzfläche,589.000 €,"Hubertusweg 35b,
Reuschenberg, 41466 Neuss",4,130 m²,320 m²,4.531 €/m²,Reihenmittelhaus,90 m²,1.7.2024,3,3,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-einliegerwohnung-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
