title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Bauen mit Bien-Zenker - Susanne Pavaletz,456.913 €,"78655 Dunningen, Rottweil (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","4,5","122,72 m²",500 m²,3.723 €/m²,Einfamilienhaus (freistehend),nil,nil,4,1,nil,nil,{'is24qa-gaeste-wc-label': ''}
Toller Blick auf die Rheinebene,360.000 €,"76646 Bruchsal, Karlsruhe (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,138 m²,302 m²,2.609 €/m²,Reihenmittelhaus,55 m²,01.06.24,3,1,1 Garage,"1,785","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Leben & Wohnen in Dettenheim,498.000 €,"76706 Dettenheim, Karlsruhe (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,131 m²,280 m²,3.802 €/m²,Doppelhaushälfte,nil,2025,4,1,1 Außenstellplatz,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Charmantes Reihenhaus in Mengen,299.000 €,"88512 Mengen, Sigmaringen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,150 m²,500 m²,1.993 €/m²,Doppelhaushälfte,nil,nil,3,2,1 Garage,"3,57% inkl. Mwst.",{'is24qa-keller-label': ''}
"TRAUMLAGE, RUHIG IN SACKGASSE GELEGEN",575.000 €,"72818 Trochtelfingen, Reutlingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,195 m²,792 m²,2.949 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,2 Garagen,2.98% inkl. MwSt.,{}
ARCHITEKTENHAUS MIT FLAIR: GROßZÜGIGES WOHNEN,1.300.000 €,"71254 Ditzingen, Ludwigsburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,299 m²,989 m²,4.348 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,2 Garagen,2.98% inkl. MwSt.,{}
"MODERN UND GEMÜTLICH, FÜR DIE GANZE FAMILIE",699.000 €,"71735 Eberdingen, Ludwigsburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,262 m²,733 m²,2.668 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,1 Garage,2.98% inkl. MwSt.,{}
DER TRAUM ALLER NATURLIEBHABER,450.000 €,"76337 Waldbronn, Karlsruhe (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,209 m²,606 m²,2.153 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,3 Garagen,3.57% inkl. MwSt.,{}
VIELSEITIGES ZUHAUSE IN TOP-LAGE,539.000 €,"74172 Neckarsulm, Heilbronn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,172 m²,399 m²,3.134 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,2 Außenstellplätze,4.76% inkl. MwSt.,{}
GEMÜTLICHES WOHNEN IN KOMPAKTER FORM,219.000 €,"74243 Langenbrettach, Heilbronn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,91 m²,121 m²,2.407 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,1 Garage,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
