title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Besonderes, exklusives Einfamilien-/ Fachwerkhaus mit SPA und Kamin in bester Lage von Essen Kettwig",525.000 €,"Kettwig, 45219 Essen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,130 m²,126 m²,4.038 €/m²,Doppelhaushälfte,140 m²,nil,1,1,nil,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Attraktive und gepflegte Doppelhaushälfte in Duisburg Buchholz,698.000 €,"Buchholz, 47249 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,180 m²,523 m²,3.878 €/m²,Doppelhaushälfte,90 m²,nil,2,1,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Exklusives 3- Familienhaus mit Baugrundstück,435.000 €,"32457 Porta Westfalica, Minden-Lübbecke (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,210 m²,1.700 m²,2.071 €/m²,Mehrfamilienhaus,nil,nil,6,4,3 Garagen,23.166,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Freistehendes Ein/Zweifamilienhaus auf Erbpachtgrundstück 806 qm -ohne Maklergebühr-,379.000 €,"53859 Niederkassel, Rhein-Sieg-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,130 m²,806 m²,2.915 €/m²,Einfamilienhaus (freistehend),nil,nil,5,2,4 Stellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Schöner Bungalow mit großem Garten und Garage in Jüchen (neu-Otzenrath),600.000 €,"41363 Jüchen, Neuss (Rhein-Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,101 m²,578 m²,5.941 €/m²,Einfamilienhaus (freistehend),108 m²,16.6.2024,2,2,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Günstiges EFH mit 7 Zimmern in Brüggen-Born,299.000 €,"Boisheimer Straße 36,
41379 Brüggen, Viersen (Kreis)",7,146 m²,790 m²,2.048 €/m²,Reiheneckhaus,134 m²,16.6.2024,2,1,4 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Schöne 5-Zimmer-Doppelhaushälfte mit gehobener Innenausstattung in Solingen Wald,550.000 €,"Wald, 42719 Solingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,134 m²,229 m²,4.104 €/m²,Doppelhaushälfte,"16,48 m²",16.6.2024,4,1,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Doppelhaushälfte mit viel Potenzial in Arnsberg-Neheim (Moosfelde) zu verkaufen!,265.000 €,"59755 Arnsberg, Hochsauerlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,119 m²,985 m²,2.227 €/m²,Doppelhaushälfte,nil,nach Absprache,4,3,2 Garagen,"Käuferprovision beträgt 3,57% (inkl. Mwst) des beurkundeten Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Einfamilien Reihenmittelhaus Krefeld Gartenstadt,370.000 €,"Gubener Straße 39,
Gartenstadt, 47829 Krefeld",5,117 m²,215 m²,3.162 €/m²,Reihenmittelhaus,0 m²,nil,3,2,1 Garage,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Großzügiges Mehrfamilienhaus in Mönchengladbach-Rheydt,499.000 €,"Pestalozzistr. 45,
Rheydt, 41236 Mönchengladbach",13,313 m²,385 m²,1.594 €/m²,Mehrfamilienhaus,60 m²,16.6.2024,6,4,nil,Nein,"{'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Im Jägersgarten 22, 53844 Troisdorf",1.499.000 €,"53844 Troisdorf, Rhein-Sieg-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,225 m²,550 m²,6.662 €/m²,Doppelhaushälfte,160 m²,1.11.2024,5,3,8 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Reihenendhaus mit Garage in Köln-Worringen.,388.000 €,"Beßlen Käulchen 17c,
Worringen, 50769 Köln",4,103 m²,221 m²,3.767 €/m²,Reiheneckhaus,nil,1.8.2024,nil,1,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Mehrfamilienhaus fußläufig zur City von Geldern,2.950.000 €,"Am Bückelewall 46,
47608 Geldern, Kleve (Kreis)",45,1.318 m²,1.435 m²,2.238 €/m²,Mehrfamilienhaus,nil,nil,nil,21,15 Tiefgaragen-Stellplätze,Nein,"{'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Sie können direkt einziehen - top gepflegt und gute Lage mit Blick ins Grüne!,439.000 €,"52441 Linnich, Düren (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,210 m²,443 m²,2.090 €/m²,Einfamilienhaus (freistehend),nil,nil,5,3,3 Stellplätze,"3,57 % inkl. ges. MwSt.",{}
