title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Schuster aus Preussen - Blankenburg - Haus mit 6 Zimmer und 145 m² - ca. 756 m² Grund in Ruhiglage,699.000 €,"Blankenburg, 13129 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,145 m²,756 m²,4.821 €/m²,Einfamilienhaus (freistehend),nil,nil,5,2,1 Carport,"3,57 % inkl. gesetzl. Mwst.","{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Parkähnliches Anwesen inmitten von Berlin,2.190.000 €,"Alt-Hohenschönhausen, 13055 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,200 m²,1.423 m²,10.950 €/m²,Einfamilienhaus (freistehend),nil,nil,2,3,2 Garagen,"Käuferprovision beträgt 2,85 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-stufenloser-zugang-label': ''}"
"WEG-Paket mit 7 Wohnungen aus einem Haus, 30 % Leerstand - 3.000€/m² - kein Vorkaufsrecht",1.325.000 €,"Spandau (Ortsteil), 13585 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",26,"442,59 m²",248 m²,2.994 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,nil,"7,14 % inkl. MwSt","{'is24qa-gaeste-wc-label': '', 'is24qa-vermietet-label': ''}"
TRAUMHAFTE EIN ODER ZWEI NEUBAU-FAMILIEN-VILLA MIT LUXUSAUSSTATTUNG IN BESTLAGE VON GRUNEWALD,9.995.000 €,"Grunewald, 14193 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11,440 m²,900 m²,22.716 €/m²,Villa,350 m²,nach Vereinbarung,6,6,3 Garagen,"3,57% inkl. gesetzlicher MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
IMMOBERLIN.DE - Wunderbares familienfreundliches Haus mit Sonnengarten in gefragter Lage,857.000 €,"Mahlsdorf, 12623 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,118 m²,755 m²,7.263 €/m²,nil,nil,nil,nil,nil,nil,"3,57 % inklusive der gesetzlichen Mehrwertsteuer",{'is24qa-online-besichtigung-moeglich-label': ''}
IMMOBERLIN.DE - Sympathisches Reihenhaus mit Südgarten in Wohlfühllage,449.000 €,"Lichtenrade, 12309 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,107 m²,227 m²,4.196 €/m²,nil,50 m²,nil,nil,nil,nil,"3,57 % inklusive der gesetzlichen Mehrwertsteuer",{'is24qa-online-besichtigung-moeglich-label': ''}
Erstbezug! Ihr neues Familiendomizil in ruhiger Lage und mit vielen Highlights,650.000 €,"Kladow, 14089 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,157 m²,290 m²,4.140 €/m²,Doppelhaushälfte,nil,nil,2,2,2 Stellplätze,"3,57 % inkl. gesetzlicher MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': ''}"
"200 m² Wohnfläche - für Familien, Anleger und alle, die viele Zimmer benötigen",499.500 €,"Staaken, 13591 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,199 m²,345 m²,2.510 €/m²,Einfamilienhaus (freistehend),nil,sofort,nil,2,2 Stellplätze,"3,57 % inkl. 19 % MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': ''}"
Maison Colline - Ideale Lage. Schön geschnitten. Pool- und Saunalandschaft inklusive.,3.495.000 €,"Schmargendorf, 14199 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,337 m²,877 m²,10.371 €/m²,Einfamilienhaus (freistehend),204 m²,nil,nil,4,1 Garage,nil,{'is24qa-gaeste-wc-label': ''}
IMMOBERLIN.DE - Topinvestment! Kernsaniertes Mehrfamilienhaus in Spitzenlage,2.500.000 €,"Wannsee, 14109 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,720 m²,881 m²,3.472 €/m²,Mehrfamilienhaus,nil,nil,nil,nil,nil,"7,14 % inklusive der gesetzlichen Mehrwertsteuer","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}"
