title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"liebevolles Einfamilienhaus mit Freisitz, Doppelgarage, neuen Fenstern & Heizung. Klasse!",365.000 €,"75443 Ötisheim, Enzkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,145 m²,210 m²,2.517 €/m²,Einfamilienhaus (freistehend),nil,nach Absprache,7,3,2 Stellplätze,3% inklusive der zum Zeitpunkt der Rechnungsstellung gültigen Mehrwertsteuer,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Hochwertiges Wohnvergnügen zum kalkulierbaren Preis in bester Lage von Donaueschingen,580.000 €,"Kardinal-Bea-Straße 2a,
78166 Donaueschingen, Schwarzwald-Baar-Kreis",6,195 m²,250 m²,2.974 €/m²,Reihenmittelhaus,nil,27.5.2024,4,2,2 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Einfamilienhaus auf großem Eckgrundstück mit Blick in die Rheinebene,998.000 €,"69469 Weinheim, Rhein-Neckar-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,172 m²,503 m²,5.802 €/m²,Einfamilienhaus (freistehend),86 m²,nil,4,2,1 Garage,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises",{'is24qa-keller-label': ''}
Handwerkertraum in zentraler Lage: Renovierungsbedürftiges Einfamilienhaus mit Garten,329.000 €,"69469 Weinheim, Rhein-Neckar-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,90 m²,349 m²,3.656 €/m²,Einfamilienhaus (freistehend),nil,nil,3,1,2 Außenstellplätze,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises",{'is24qa-keller-label': ''}
Einzigartiges Mehrfamilienhaus als Top Kapitalanlage!,1.930.000 €,"69493 Hirschberg an der Bergstraße, Rhein-Neckar-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",12,494 m²,565 m²,3.907 €/m²,Mehrfamilienhaus,nil,nil,7,6,4 Außenstellplätze,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Schönes und modernisiertes 4-Raum-Reihenhaus mit gehobener Innenausstattung in Balingen,419.000 €,"Pasuaweg 4,
72336 Balingen, Zollernalbkreis",4,105 m²,192 m²,3.990 €/m²,Reihenmittelhaus,205 m²,31.8.2024,3,1,3 Garagen,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Landhaus in Alleinlage,585.000 €,"Unterhöllgrund 4,
69429 Waldbrunn, Neckar-Odenwald-Kreis",6,190 m²,9.492 m²,3.079 €/m²,Besondere Immobilie,"63,7 m²",15.7.2024,2,4,4 Stellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Freundliches und neuwertiges 5-Raum-Reihenhaus mit gehobener Innenausstattung in Neckartailfingen,949.000 €,"72666 Neckartailfingen, Esslingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,140 m²,369 m²,6.779 €/m²,Reihenmittelhaus,30 m²,nil,4,1,2 Außenstellplätze,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Kernsanierte Doppelhaushälfte in Giengen/Hohenmemmingen,299.000 €,"89537 Giengen an der Brenz, Heidenheim (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"76,91 m²",226 m²,3.888 €/m²,Doppelhaushälfte,nil,sofort,3,1,nil,"2,98 % inkl. ges. MwSt",{}
Kernsaniert in Giengen/Hohenmemmingen,299.000 €,"89537 Giengen an der Brenz, Heidenheim (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"76,91 m²",226 m²,3.888 €/m²,Doppelhaushälfte,nil,sofort,3,1,nil,"2,98 % inkl. ges. MwSt",{}
