title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Idyllisches Zuhause für Großfamilien: 5-Zimmer-Haus mit Pool und Gästehaus in Mahlsdorf Süd,749.000 €,"Mahlsdorf, 12623 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,183 m²,882 m²,4.093 €/m²,Einfamilienhaus (freistehend),nil,nach Vereinbarung,4,1,nil,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}"
"Großzügiges Einfamilienhaus mit Pool, Sauna & Garage - Ihr persönliches Refugium in Heiligensee!",Auf Anfrage,"Heiligensee, 13503 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,190 m²,765 m²,nil,Einfamilienhaus (freistehend),nil,sofort,3,2,2 Garagen,"3,57%","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Familienfreundliches Zuhause in Rudow: Einfamilienhaus mit Garten und Garage,590.000 €,"Rudow, 12357 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,104 m²,422 m²,5.673 €/m²,Einfamilienhaus (freistehend),220 m²,nil,nil,2,nil,"3,57 % inkl. gesetzlicher MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"Geräumiges, günstiges 8-Raum-Einfamilienhaus in Berlin Zehlendorf nähe Mexikoplatz",1.300.000 €,"Forststr. 15,
Zehlendorf, 14163 Berlin",8,185 m²,760 m²,7.027 €/m²,Einfamilienhaus (freistehend),75 m²,3.6.2024,4,2,1 Garage,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Wohnen auf dem Wasser: hochwertig ausgestattetes Hausboot mit ca. 110 qm WFL/NF und Liegeplatz,295.500 €,"Wannsee, 14109 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,80 m²,0 m²,3.694 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,1,nil,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-als-ferienhaus-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Wohnen auf dem Wasser: hochwertig ausgestattetes Hausboot mit ca. 110 qm WFL/NF und Liegeplatz,295.500 €,"Köpenick, 12559 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,80 m²,0 m²,3.694 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,1,nil,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-als-ferienhaus-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Großräumiges und modernes Einfamilienhaus mit Doppelgarage und Garten in Rudow,699.000 €,"Rudow, 12355 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,156 m²,311 m²,4.481 €/m²,Einfamilienhaus (freistehend),nil,nil,3,2,2 Garagen,"3,57 % inkl. gesetzlicher MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Tolles Baugrundstück mit einem Bungalow als Beispielplanung,379.500 €,"Mahlsdorf, 12623 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"78,4 m²",440 m²,4.841 €/m²,Einfamilienhaus (freistehend),nil,nil,2,nil,nil,"7,14 % inkl. gesetzlicher MwSt.",{}
"KFW 40, Neubau inkl. Wärmepumpe, 660m² Grundstück, PV Anlage u. Hausanschlüsse",829.820 €,"Lupinenfeld 31,
Kaulsdorf, 12621 Berlin",5,164 m²,660 m²,5.060 €/m²,Einfamilienhaus (freistehend),nil,nil,4,2,1 Außenstellplatz,Nein,"{'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Traumhaus mit Pool in bester Lage !,1.495.950 €,"Schottburger Straße 4,
Lichtenrade, 12305 Berlin",7,"214,43 m²",805 m²,6.976 €/m²,Einfamilienhaus (freistehend),"127,56 m²",01.05.2024,4,2,2 Außenstellplätze,"3,57% Provision inkl.19% MwSt. je vom Käufer/Verkäufer fällig nach KV-Abschluss.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
