title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
RESERVIERT - ... FÜR UNSERE FAMILIE ...,549.900 €,"Eberstadt, 64297 Darmstadt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"117,26 m²",212 m²,4.690 €/m²,Reiheneckhaus,"46,33 m²",Frühling 2024,3,1,1 Carport,"3,57",{}
Familientraum in Arheilgen,645.000 €,"Arheilgen, 64291 Darmstadt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"149,36 m²",404 m²,4.318 €/m²,Reiheneckhaus,"80,83 m²",nil,4,2,1 Garage,"3,57",{}
Freistehendes Traumhaus mit schönem Garten in ruhiger Lage von Trebur-Geinsheim,680.000 €,"65468 Trebur, Groß-Gerau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7,250 m²,585 m²,2.720 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,3 Garagen,"3,57 % inkl. MwSt",{'is24qa-keller-label': ''}
Frankfurt-Sossenheim: 2-Familienhaus in guter Wohnlage!,799.000 €,"Sossenheim, 65936 Frankfurt am Main
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9,226 m²,455 m²,3.535 €/m²,Mehrfamilienhaus,nil,nil,nil,3,nil,"3,57% inkl. gesetzl. Mehrwertsteuer",{}
Großes Wohn- und Geschäftshaus mit 8 Einheiten in Top-Lage von Wiesbaden-Biebrich,1.790.000 €,"Biebrich, 65203 Wiesbaden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",14,442 m²,742 m²,4.050 €/m²,nil,nil,nil,nil,nil,10 Außenstellplätze,5 %,{}
Großes Einfamilienhaus mit schöner Terrasse in ruhiger Lage von Oestrich-Winkel,499.000 €,"65375 Oestrich-Winkel, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,145 m²,152 m²,3.441 €/m²,Reihenmittelhaus,nil,nil,nil,nil,2 Außenstellplätze,"3,57 % inkl. MwSt",{}
Attraktives Einfamilienhaus in zentraler Lage,340.000 €,"65344 Eltville am Rhein, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,160 m²,109 m²,2.125 €/m²,Einfamilienhaus (freistehend),nil,nil,nil,nil,1 Außenstellplatz,"3,57 % inkl. MwSt",{}
Großes Traumhaus mit tollem Weinbergblick und Garten,748.000 €,"65343 Eltville am Rhein, Rheingau-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,183 m²,308 m²,4.087 €/m²,Doppelhaushälfte,nil,nil,nil,nil,3 Stellplätze,"3,57 % inkl. MwSt",{}
** SCHÖNER WOHNEN IN BESTLAGE BAD SODENS MIT HERRLICHEM GARTEN **,1.480.000 €,"65812 Bad Soden am Taunus, Main-Taunus-Kreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,317 m²,800 m²,4.669 €/m²,Wohnimmobilie (sonstige),nil,nach Vereinbarung,3,2,2 Garagen,"3,57 % inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}"
Einfamilienhaus in ruhiger Lage von Annerod,635.000 €,"35463 Fernwald, Gießen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,"145,77 m²",591 m²,4.356 €/m²,Einfamilienhaus (freistehend),nil,01.05.2024,nil,2,1 Garage,"3,57 % inkl. ges. MwSt.",{'is24qa-gaeste-wc-label': ''}
Schöner Bungalow in ruhiger Nachbarschaft - Blumenviertel in Gießen!,549.000 €,"Gießen-Nord, 35396 Gießen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"143,97 m²",555 m²,3.813 €/m²,Bungalow,nil,sofort,3,3,1 Garage,"3,57 % inkl. ges. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
