title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
TOP Lage im Herzen von Quedlinburg,350.000 €,"06484 Quedlinburg, Harz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,51 m²,2.333 €/m²,Mehrfamilienhaus,nil,sofort,5,3,nil,"7,14 % inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': '', 'is24qa-vermietet-label': ''}"
Geräumiges Einfamilienhaus in Großörner zu verkaufen,79.000 €,"06343 Mansfeld, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,132 m²,706 m²,598 €/m²,Einfamilienhaus (freistehend),160 m²,sofort,3,1,1 Stellplatz,"3,57 % inkl. 19 % Mwst",{'is24qa-keller-label': ''}
Idyllisches Feriendomizil am Arendsee - Neubau!,249.000 €,"39619 Arendsee (Altmark), Altmarkkreis Salzwedel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,87 m²,400 m²,2.862 €/m²,Bungalow,nil,sofort,5,2,1 Außenstellplatz,"3,57 % inkl. MwSt. auf den beurkundeten Kaufpreis.",{'is24qa-als-ferienhaus-geeignet-label': ''}
Idyllisches Feriendomizil am Arendsee - Neubau!,227.000 €,"39619 Arendsee (Altmark), Altmarkkreis Salzwedel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,71 m²,400 m²,3.197 €/m²,Bungalow,nil,sofort,3,1,1 Außenstellplatz,"3,57 % inkl. MwSt. auf den beurkundeten Kaufpreis.",{'is24qa-als-ferienhaus-geeignet-label': ''}
Idyllisches Feriendomizil am Arendsee - Neubau!,204.000 €,"39619 Arendsee (Altmark), Altmarkkreis Salzwedel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,58 m²,400 m²,3.517 €/m²,Bungalow,nil,sofort,1,1,1 Außenstellplatz,"3,57 % inkl. MwSt. auf den beurkundeten Kaufpreis.",{'is24qa-als-ferienhaus-geeignet-label': ''}
"Rogätz –Liebevoll saniertes EFH mit Garage, Gästewohnung und Elbblickge von Rogätz",239.000 €,"39326 Rogätz, Börde (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"148,3 m²",283 m²,1.612 €/m²,Einfamilienhaus (freistehend),126 m²,nil,1,1,1 Garage,"3,57 %",{'is24qa-keller-label': ''}
Solide Doppelhaushälfte in Kelbra,95.000 €,"06537 Kelbra (Kyffhäuser), Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"128,64 m²",800 m²,738 €/m²,Doppelhaushälfte,nil,nach Vereinbarung,nil,nil,3 Stellplätze,3470€ inkl. MwSt.,{}
Ferienbungalow am Arendsee!,189.000 €,"39619 Arendsee (Altmark), Altmarkkreis Salzwedel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,58 m²,400 m²,3.259 €/m²,Bungalow,nil,2023,1,1,1 Außenstellplatz,"3,57 % inkl. MwSt. auf den beurkundeten Kaufpreis.",{'is24qa-als-ferienhaus-geeignet-label': ''}
Reihenhausanlage (4 Häuser) in Annaburg mit parkähnlichem Grundstück ca. 3.125 qm,500.000 €,"06925 Annaburg, Wittenberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",16,400 m²,3.125 m²,1.250 €/m²,Reihenmittelhaus,nil,nach Vereinbarung,4,4,4 Garagen,"Die Provision beträgt 3,5 % vom Kaufpreis (zzgl. der geltenden MwSt.).","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Rohdiamant mit Grundstück in Alberstedt zu verkaufen,45.000 €,"Straße der Einheit 7,
06279 Alberstedt, Saalekreis",12,275 m²,1.286 m²,164 €/m²,Mehrfamilienhaus,350 m²,nil,nil,nil,5 Stellplätze,"3,57%",{}
Einfamilienhaus mit Einliegerwohnung in Tornau zu verkaufen!,199.000 €,"Schmiedeberger Straße 9,
06772 Tornau, Wittenberg (Kreis)",6,146 m²,784 m²,1.363 €/m²,Einfamilienhaus (freistehend),nil,nil,4,2,1 Garage,"7.104,30 EUR",{'is24qa-keller-label': ''}
Traumhafter Vierseithof inmitten der Natur in Mützel,745.000 €,"39307 Genthin, Jerichower Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6,263 m²,1.726 m²,2.833 €/m²,nil,400 m²,sofort,nil,nil,nil,"3,57% vom Kaufpreis inkl. MwSt.","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Colbitz – Wohnhaus mit Stallung und Garage,135.000 €,"39326 Colbitz, Börde (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,126 m²,601 m²,1.071 €/m²,Einfamilienhaus (freistehend),95 m²,nil,nil,1,1 Garage,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Schönes Wohnhaus in Helbra zu verkaufen,127.000 €,"06311 Helbra, Mansfeld-Südharz (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8,135 m²,483 m²,941 €/m²,Wohnimmobilie (sonstige),180 m²,nil,4,2,1 Stellplatz,"3,57 % inkl. Mwst.","{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}"
Der Magnet für Blicke,139.000 €,"06408 Ilberstedt, Salzlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,125 m²,1.181 m²,1.112 €/m²,Einfamilienhaus (freistehend),233 m²,nil,3,1,nil,"3,57 % inkl. MwSt.",{'is24qa-keller-label': ''}
Historische Villa mit eigenem Bootsanleger in Freyburg,1.050.000 €,"06632 Freyburg (Unstrut), Burgenlandkreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",18,"378,92 m²",1.800 m²,2.771 €/m²,Mehrfamilienhaus,nil,nach Vereinbarung,nil,nil,nil,"3,57 % inkl. ges. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-vermietet-label': ''}"
Ein Zuhause das Herzen höher schlagen lässt!,145.000 €,"39307 Klitsche, Jerichower Land (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,108 m²,520 m²,1.343 €/m²,Einfamilienhaus (freistehend),nil,sofort möglich,2,1,1 Garage,"2,38% Käufercourtage inkl MwSt",{'is24qa-keller-label': ''}
Freistehendes Einfamilienhaus mit großem Grundstück im Jessener Ortsteil Holzdorf zu verkaufen,189.000 €,"06917 Jessen (Elster), Wittenberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,150 m²,1.306 m²,1.260 €/m²,Einfamilienhaus (freistehend),nil,sofort,3,2,2 Garagen,"3,57% inkl. MwSt.",{'is24qa-keller-label': ''}
