title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Richtig nette Wohnlage mit viel Grün vor der Haustür,229.000 €,"16652 Mühlenbecker Land, Oberhavel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,68 m²,3.368 €/m²,Erdgeschosswohnung,nil,nil,nil,nil,nil,"3,57 % Käuferprovision (inkl. gesetzl. MwSt.)",{'is24qa-vermietet-label': ''}
Großzügige 4-Zimmer DG-Maisonettewohnung nahe Tesla,465.000 €,"Hubertusstraße 23b,
15537 Grünheide (Mark), Oder-Spree (Kreis)",4,"115,62 m²",4.022 €/m²,Dachgeschoss,nil,01.11.2024,3,1,1 Außenstellplatz,"3,57% (inkl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Bezugsfreie Eigentumswohnung mit Balkon und Tiefgaragenstellplatz,210.000 €,"16727 Velten, Oberhavel (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,80 m²,2.625 €/m²,Etagenwohnung,9 m²,nil,2,1,1 Tiefgaragen-Stellplatz,"3,57 % inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Gut Wohnen in Sandow,107.500 €,"Sandow, 03042 Cottbus
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"67,48 m²",1.593 €/m²,Etagenwohnung,nil,sofort,3,1,1 Außenstellplatz,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Maisonettewohnung 60m² im Zentrum Mittenwalde Neubau 4 Jahre alt( leer übergaben) DG – 240122,176.990 €,"DG – 240122a .,
15749 Mittenwalde, Dahme-Spreewald (Kreis)",2,60 m²,2.950 €/m²,nil,nil,nil,nil,nil,nil,"3,57",{}
Rarität in der Berliner Vorstadt: Wunderschöne Hochparterre Wohnung direkt am Tiefer See,890.000 €,"Berliner Vorstadt, 14467 Potsdam
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"127,29 m²",6.992 €/m²,Etagenwohnung,"7,7 m²",nil,2,2,1 Tiefgaragen-Stellplatz,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': ''}"
Dachbodenfläche zum Ausbau durch den Käufer,60.000 €,"Neustadt, 14776 Brandenburg an der Havel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,120 m²,500 €/m²,Dachgeschoss,0 m²,Vereinbarung,0,0,nil,"3,0 % inkl. Mwst. Käuferprovision",{'is24qa-garten-mitbenutzung-label': ''}
Elegantes Wohnen im Altbau: Luxuriöse Beletage am Schlosspark Sanssouci mit eigenem Garten,795.000 €,"Brandenburger Vorstadt, 14471 Potsdam
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,90 m²,8.833 €/m²,Etagenwohnung,nil,nach Vereinbarung,2,1,nil,"2,97% inkl. MwSt. bezogen auf den beurkundeten Kaufpreis","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Terrassen-Wohnung in grüner Lage mit Zugang zum See,310.000 €,"Luisenstraße 30,
Obere Stadt, 15230 Frankfurt (Oder)",4,"135,29 m²",2.291 €/m²,Terrassenwohnung,"11,26 m²",sofort,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Bezugsfreie Maisonettewohnung mit Nebengelass, 2 Stellplätzen und Sauna",359.000 €,"15711 Königs Wusterhausen, Dahme-Spreewald (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,120 m²,2.992 €/m²,Maisonette,180 m²,ab sofort,nil,2,2 Stellplätze,"3,57% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': ''}"
