title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Charmante Eigentumswohnung in repräsentativem Stuckaltbau,540.000 €,"Holsteinische Straße 34,
Wilmersdorf, 10717 Berlin",4,"122,24 m²",4.418 €/m²,nil,nil,nil,nil,1,nil,Nein,"{'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Altbauwohnung in Schöneberger Toplage - VERMIETET,575.000 €,"Motzstr. 28,
Schöneberg, 10777 Berlin",3,"108,24 m²",5.312 €/m²,Etagenwohnung,nil,vermietet,2,1,nil,"3,57% Käufercourtage inkl. MwSt","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
3-Zimmer-Wohnung in Friedrichshain - Eigennutzung kurzfristig möglich,345.000 €,"Friedrichshain, 10249 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,57 m²,6.053 €/m²,Etagenwohnung,nil,nil,nil,1,1 Außenstellplatz,3.57 % inkl. MwSt.,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Wohnen im Herzen von Charlottenburg: Schöne 2-Zimmerwohnung mit hohen Decken und stilvollem Ambiente,428.960 €,"Uhlandstraße 145,
Wilmersdorf, 10719 Berlin",2,"61,75 m²",6.947 €/m²,nil,nil,nil,nil,nil,nil,Nein,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Einzigartige Altbaurarität im Herzen von Berlin,649.000 €,"Westend, 14052 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,150 m²,4.327 €/m²,nil,nil,nil,2,2,nil,"3,57 % des tatsächlichen Kaufpreises (inkl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': ''}"
2 Zimmer Wohnung Kreuzberg Berlin,646.000 €,"Kreuzberg, 10967 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"77,1 m²",8.379 €/m²,Etagenwohnung,nil,15.04.2024,1,1,nil,"3,57 % des tatsächlichen Kaufpreises (inkl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': ''}"
Attraktive Kapitalanlage in Charlottenburg,299.000 €,"Charlottenburg, 10587 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,55 m²,5.436 €/m²,Etagenwohnung,nil,nil,1,1,1 Außenstellplatz,nil,{'is24qa-vermietet-label': ''}
4 Eigentumswohnungen im Paket für Anleger in Wilmersdorf ... 1 WE bezugsfrei ab 01.08..,998.000 €,"Wilmersdorf, 10717 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10,"215,15 m²",4.639 €/m²,nil,nil,nil,nil,nil,nil,"7,14 % Courtage inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
EIN JUWEL! SCHMUCKSTÜCK! BESTEKIEZLAGE! 1 Zi. Altbau+Balkon+Dielen+Frei-ein Traum!,249.000 €,"Grünbergerstraße 47,
Friedrichshain, 10245 Berlin",1,40 m²,6.225 €/m²,Etagenwohnung,42 m²,sofort,nil,1,nil,"3,57 % inkl. 19% MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
Möbliertes Apartment in zentraler Charlottenburger Lage,249.000 €,"Charlottenburg, 10587 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"38,98 m²",6.388 €/m²,Etagenwohnung,nil,nil,1,1,nil,"3,57% vom Kaufpreis inkl. 19% gesetzliche MwSt. zahlbar vom Käufer an den Makler","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
