title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Offen für Angebote: 4.0-Zimmer Wohnung in München,nil,"Augustenstraße, 80333 München
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,150 m²,15.467 €/m²,Etagenwohnung,163 m²,29.5.2024,2,2,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Barrierefreie, charmante Erdgeschosswohnung mit eigenem Garten u. TG Stellplatz !",295.000 €,"83043 Bad Aibling, Rosenheim (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,49 m²,6.020 €/m²,Erdgeschosswohnung,8 m²,nil,1,1,1 Tiefgaragen-Stellplatz,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-vermietet-label': ''}"
Offen für Angebote: 4.0-Zimmer Wohnung in München,nil,"Untergiesing, 81543 München
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,100 m²,8.990 €/m²,Sonstige,nil,nil,nil,nil,nil,nil,{}
"GANZ OBEN WOHNEN - ATTRAKTIVE DACHGESCHOSSWOHNUNG MIT VIEL POTENTIAL, RUHIG UND MIT GUTER AUSSICHT!",205.000 €,"83646 Bad Tölz, Bad Tölz-Wolfratshausen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,50 m²,4.100 €/m²,Etagenwohnung,nil,nach Absprache,1,1,nil,"3,57% inkl. Mwst.","{'is24qa-balkon-terrasse-label': '', 'is24qa-vermietet-label': ''}"
Außergewöhnlich schöne 4-Zimmer-Gartenwohnung auf großem Parkgrundstück im Herzen der Menterschwaige,1.795.000 €,"Harlaching, 81545 München
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"165,13 m²",10.870 €/m²,Erdgeschosswohnung,8 m²,1.9.2024,2,1,1 Tiefgaragen-Stellplatz,"2,38%","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Feinste Altbauwohnung auf einer Ebene,192.000 €,"95100 Selb, Wunsiedel im Fichtelgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"183,04 m²",1.049 €/m²,nil,nil,nil,1,1,2 Außenstellplätze,"4,76 % vom Kaufpreis inkl. ges. Mwst.",{'is24qa-keller-label': ''}
Wohnen im Grünen - 2 ZW mit Balkon in Nürnberg - Mögeldorf,219.000 €,"Schmausenbuckstraße, 90480 Nürnberg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,63 m²,3.476 €/m²,Etagenwohnung,6 m²,Kurzfristig,1,1,nil,"3,57 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Geschmackvolle 3-Zimmer-Penthouse-Wohnung mit geh. Innenausstattung mit Balkon und EBK in Memmingen,595.000 €,"Innenstadt, 87700 Memmingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,100 m²,5.950 €/m²,Penthouse,nil,1.9.2024,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
sofort beziehbare 4 Zimmer Wohnung mit Hobbyraum und eigener Terrasse u 2 Garagen u Stellplatz,399.500 €,"Ettalerstraße 17,
82487 Oberammergau, Garmisch-Partenkirchen (Kreis)",4,128 m²,3.121 €/m²,Erdgeschosswohnung,10 m²,sofort,3,1,2 Garagen,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Offen für Angebote: 3.0-Zimmer Wohnung in Ingolstadt,nil,"Nordwest, 85057 Ingolstadt
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,71 m²,4.930 €/m²,nil,nil,nil,nil,nil,nil,nil,{}
