title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Logierhaus Villa Klingler - Maisonette-Wohnung an der Ostsee,1.629.620 €,"Prof.-Dr.-Vogel-Str. 19,
18209 Bad Doberan, Rostock (Kreis)",4,"135,7 m²",12.009 €/m²,Maisonette,nil,Herbst 2023,3,3,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
In erster Strandreihe im Ostseebad: Exklusives Wohnen im 4. OG mit luxuriöser Ausstattung,750.000 €,"wilhelmstr. 24 & 24a,
18586 Sellin, Vorpommern-Rügen (Kreis)",2,90 m²,8.333 €/m²,nil,nil,nil,nil,1,1 Tiefgaragen-Stellplatz,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
ANGEBOT *** Jetzt zugreifen!!!,190.000 €,"23968 Hohenkirchen, Nordwestmecklenburg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,57 m²,3.333 €/m²,Terrassenwohnung,"4,5 m²",nil,1,1,1 Tiefgaragen-Stellplatz,"2,98% inkl. gesetzliche Mehrwertsteuer","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
REDUZIERT! Gute Lage-gute Anlage - gute Laune! Großzügiges modernes Ferienappartement im Aparthotel!,139.000 €,"17252 Mirow, Mecklenburgische Seenplatte (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,40 m²,3.475 €/m²,Etagenwohnung,40 m²,nil,1,1,1 Außenstellplatz,"5,95","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': ''}"
Ferienwohnung mit Terrasse - zentral und strandnah im Ostseebad Heringsdorf,272.000 €,"17424 Heringsdorf, Vorpommern-Greifswald (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,48 m²,5.667 €/m²,nil,nil,nil,2,1,1 Tiefgaragen-Stellplatz,3.57 %,"{'is24qa-listonlyonis24-label': 'Nur hier gefunden', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-als-ferienwohnung-geeignet-label': ''}"
ERSTBEZUG! Neue Eigentumswohnung in Bergen auf Rügen! (Whg. 3),285.000 €,"Gadmundstraße 15,
18528 Bergen auf Rügen, Vorpommern-Rügen (Kreis)",3,"70,66 m²",4.033 €/m²,Dachgeschoss,nil,nil,2,1,2 Außenstellplätze,"3,57% inkl. 19% MwSt.",{'is24qa-balkon-terrasse-label': ''}
2 Zimmer Wohnung im Rostocker Komponistenviertel,132.900 €,"Franz-Schubert-Straße 1,
Reutershagen, 18069 Rostock",2,"45,83 m²",2.900 €/m²,nil,nil,nil,nil,nil,nil,"3,57% inkl. 19% Mwst.","{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Private Residenzen Heiligendamm - Wohnung in der ""Villa Klingler"", nur wenige Meter zum Ostseestrand",1.111.960 €,"Prof.-Dr.-Vogel-Str. 19,
18209 Bad Doberan, Rostock (Kreis)",2,"60,7 m²",18.319 €/m²,Etagenwohnung,nil,Herbst 2023,1,1,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Komfortable Eigentumswohnung in ruhiger Lage am Selliner Südstrand,280.000 €,"Kiefernweg 10,
18586 Sellin, Vorpommern-Rügen (Kreis)",3,75 m²,3.733 €/m²,Etagenwohnung,nil,nil,2,1,1 Außenstellplatz,"3,57 % inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
2-Raum Eigentumswohnung am Ostseestrand mit Sonnenterrasse,198.000 €,"Doberaner Str. 22,
18211 Nienhagen, Rostock (Kreis)",2,52 m²,3.808 €/m²,Terrassenwohnung,nil,01.11.2023,1,1,1 Außenstellplatz,"3,75 %","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': ''}"
