title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Neubau! Erstbezug in eine 2-Zimmer-Obergeschosswohnung/großer Balkon/Energieeffizienzhaus 40,254.000 €,"31582 Nienburg (Weser), Nienburg (Weser) (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"61,15 m²",4.154 €/m²,Dachgeschoss,nil,nach Vereinbarung,1,1,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Letzte Chance: Nachhaltige 3-Zimmer-Eigentumswohnung im 1. OG,569.000 €,"Hulsberg, 28205 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"102,5 m²",5.551 €/m²,Etagenwohnung,nil,Fertigstellung und Lieferung in 18-24 Monaten,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Hochwertiger KfW-40-Neubau! Eigentumswohnung im Obergeschoss,420.400 €,"26931 Elsfleth, Wesermarsch (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"105,14 m²",3.998 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Außenstellplatz,"3,57 % inkl. ges. MwSt.",{}
Gepflegte 2 Zimmer Wohnung mit Balkon in der Südervorstadt,170.000 €,"Südervorstadt, 28201 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,57 m²,2.982 €/m²,Etagenwohnung,nil,nil,14,1,nil,"2,975%","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Renovierte Eigentumswohnung in zentraler Lage,89.000 €,"Geestemünde, 27574 Bremerhaven
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,61 m²,1.459 €/m²,Etagenwohnung,64 m²,sofort,2,1,nil,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': ''}"
Aller guten Dinge sind drei // KARLSHUUS: 2-Zimmer Wohnung mit Süd-Balkon im 1. OG,395.000 €,"Hulsberg, 28205 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"69,82 m²",5.657 €/m²,Etagenwohnung,nil,Fertigstellung und Lieferung in 18-24 Monaten,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"2 Zi. Seniorenwohnung im SWP ""An der Lesum"" als Kapitalanlage",152.000 €,"Am Burgplatz 2,
Burg-Grambke, 28719 Bremen",2,52 m²,2.923 €/m²,Etagenwohnung,nil,nil,1,1,nil,"3,25 % zzgl. MwSt","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-vermietet-label': ''}"
Neubau! Erstbezug in eine 2-Zimmer-Obergeschosswohnung/großer Balkon/Energieeffizienzhaus 40,301.500 €,"31582 Nienburg (Weser), Nienburg (Weser) (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"72,71 m²",4.147 €/m²,Dachgeschoss,nil,nach Vereinbarung,1,1,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
8 Neubau-Eigentumswohnungen in KfW 40,330.500 €,"26931 Elsfleth, Wesermarsch (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"82,66 m²",3.998 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Außenstellplatz,"3,57 % inkl. ges. MwSt.",{}
Wunderschön renovierte 3-Zimmer-Eigentumswohnung mit Balkon + Fahrstuhl,193.000 €,"Mahndorf, 28307 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"76,5 m²",2.523 €/m²,Etagenwohnung,nil,nach Absprache,2,1,nil,"2,975 % des Kaufpreises inkl. MwSt., jeweils vom Käufer und Verkäufer inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
