title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Ruhige Lage! 3-bis 3,5-Zimmer-Dachgeschosswohnung (ca. 400m zum Strand) in 18556 Dranske-Bakenberg",138.000 €,"18556 Dranske, Vorpommern-Rügen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"54,31 m²",2.541 €/m²,Dachgeschoss,nil,Nach Vereinbarung,1,1,1 Außenstellplatz,"3,00 % (inkl. gesetzl. MwSt.)",{}
GROSSE WOHNUNG IM OBERGESCHOSS IN HERRLICHER LAGE AM SCHLOSSGARTEN UND FAST AM HAFEN,145.000 €,"17235 Neustrelitz, Mecklenburgische Seenplatte (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,91 m²,1.593 €/m²,nil,nil,nil,nil,nil,1 Außenstellplatz,"2,5 % inkl. Mwst.",{'is24qa-keller-label': ''}
Modernes Ferienhaus an der Ostsee direkt vom Eigentümer *provisionsfrei*,383.000 €,"Kliffstraße 17,
18211 Nienhagen, Rostock (Kreis)",2,46 m²,8.326 €/m²,nil,nil,nil,1,1,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Die Ostsee vor der Haustür! -2-Raumwohnung in Heringsdorf als Dauerwohnsitz oder Ferienwohnung,310.000 €,"17424 Heringsdorf, Vorpommern-Greifswald (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,56 m²,5.536 €/m²,Etagenwohnung,nil,12.08.2024,nil,nil,1 Garage,Nein,"{'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Eigentumswohnung nähe Schweriner Schloss,350.000 €,"Feldstadt, 19053 Schwerin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,123 m²,2.846 €/m²,Hochparterre,16 m²,sofort,1,1,1 Außenstellplatz,"3,57 % vom Kaufpreis zahlt der Käufer und 3,57% zahlt der Verkäufer (inkl. MwSt)","{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
"Wohnung mit großem Balkon an der Ostsee - Wohnen, wo andere Urlaub machen!",293.000 €,"17459 Loddin, Vorpommern-Greifswald (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,69 m²,4.246 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Stilvolle Luxuswohnung mitten in Schwerin,895.000 €,"Feldstadt, 19053 Schwerin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","3,5",180 m²,4.972 €/m²,Maisonette,nil,nil,nil,nil,nil,"3,57 % inkl. gesetzl. MwSt. für den Käufer","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Herrliche 2-Zimmer-Ferienwohnung mit Balkon mit Seeblick,99.000 €,"Zur Hütte 64,
18279 Lalendorf, Rostock (Kreis)",2,46 m²,2.152 €/m²,Etagenwohnung,56 m²,30.4.2024,1,1,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-als-ferienwohnung-geeignet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Moderne Erdgeschosswohnung + einmalige Strandlage + hochwertige Ausstattung in 18609 Binz OT Prora,539.000 €,"18609 Binz, Vorpommern-Rügen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"96,34 m²",5.595 €/m²,Erdgeschosswohnung,nil,Nach Vereinbarung,2,1,1 Außenstellplatz,"2,12 % (inkl. gesetzl. MwSt.)","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': ''}"
"sanierte vermietete 3-Zimmer-Wohnung mit Laminat, Südbalkon, Duschbad und Stellplatz",109.500 €,"Am Feldrain 1a,
18196 Dummerstorf, Rostock (Kreis)",3,60 m²,1.825 €/m²,Etagenwohnung,nil,nil,2,1,1 Außenstellplatz,"3,57 % inkl. MwSt. vom Kaufpreis","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
