title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Großzügige, Naturbelassene 3 Zi-Wohnung nahe der Elbe",250.000 €,"Eisenberger Str. 9,
Pieschen-Süd, 01127 Dresden",3,"74,4 m²",3.360 €/m²,Etagenwohnung,5 m²,Sofort,1,1,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Ihre neue Altersvorsorge in der Spitzenstadt,47.000 €,"Haselbrunn, 08525 Plauen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"61,28 m²",767 €/m²,Erdgeschosswohnung,nil,nil,nil,1,nil,"2.980,00 € Käuferprovision (inkl. gesetzl. MwSt.)","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
2-Raum-ETW mit großem Balkon in Freital-Hainsberg,125.000 €,"01705 Freital, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"51,56 m²",2.424 €/m²,Sonstige,nil,sofort,nil,1,1 Tiefgaragen-Stellplatz,"3,57 %","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Etagenwohnung in Dresden zu verkaufen.,120.000 €,"Laubegast, 01279 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"50,65 m²",2.369 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,"3,75inkl. MwSt",{}
Aus 2+1 wird 4-Raum-Wohnung - Balkon - 2 Bäder - 2 Stellplätze - grün und ruhig,139.000 €,"01665 Klipphausen, Meißen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,78 m²,1.782 €/m²,Etagenwohnung,nil,nil,nil,2,2 Außenstellplätze,"3,57 inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
CHARMANTES WOHNEN IN LINDENAU // Gepflegte 3-Raum-Wohnung mit Balkon und Einbauküche,195.000 €,"Altlindenau, 04177 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"78,36 m²",2.489 €/m²,Etagenwohnung,nil,vermietet,2,1,nil,"3,57 % inkl. gesetzl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-vermietet-label': ''}"
"++ 3-Zimmer-Wohnung mit Stellplatz, Balkon und Mieterhöhungspotential ++",175.000 €,"Großzschocher, 04249 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"86,44 m²",2.025 €/m²,Etagenwohnung,nil,nil,2,1,Duplex-Stellplatz,"3,57% inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
***Außergewöhnliches Denkmal - Denkmal AfA - KfW Darlehen***,425.500 €,"Lößnig, 04279 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"68,62 m²",6.201 €/m²,nil,nil,nil,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
**Ruhige und grüne Wohnanlage in Taucha** 1-Raumwohnung mit Stellplatz**,80.000 €,"Goethestraße 23,
04425 Taucha, Nordsachsen (Kreis)",1,"37,53 m²",2.132 €/m²,Etagenwohnung,nil,nil,nil,1,1 Außenstellplatz,"3,57 % inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
3 Zimmerwohnung in der Südvorstadt - leerstehend mit 2 Stellplätzen,299.000 €,"Kantstraße 30,
Südvorstadt, 04275 Leipzig",3,"88,4 m²",3.382 €/m²,Maisonette,nil,sofort,nil,2,1 Duplex-Stellplatz,"3,57% inkl. USt. Provisionsteilung hälftige Käufer- bzw. Verkäuferprovision von je 3,57 % inkl. USt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
