title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Ferienwohnung vollständig möbliert - Innenstadt Wilsdruff,220.000 €,"01723 Wilsdruff, Sächsische Schweiz-Osterzgebirge (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"102,39 m²",2.149 €/m²,Erdgeschosswohnung,"115,13 m²",n. Kaufpreiszahlung,2,1,nil,"3,57 % inkl. 19% MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
"Möblierte 2-Raum-Wohnnung mit Balkon in ruhiger, grüner Lage von Dresden",175.000 €,"Niedersedlitz, 01259 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,62 m²,2.823 €/m²,Etagenwohnung,4 m²,sofort,1,1,1 Tiefgaragen-Stellplatz,"3,57 % inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Schöne Wohnung zum Eigennutz oder zum Vermieten auf dem Sonnenberg,59.500 €,"Sonnenberg, 09130 Chemnitz
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,66 m²,902 €/m²,Erdgeschosswohnung,nil,ab sofort,nil,nil,nil,"7,14% des Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Komfortable 3-Raum-Wohnung mit Keller und Dachboden in ruhiger Lage nahe Mittweida und Chemnitz,39.000 €,"09661 Rossau, Mittelsachsen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,57 m²,684 €/m²,Etagenwohnung,nil,nil,2,1,nil,Pauschalprovision: 3.500 € inkl. MwSt.,"{'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
"ETW-Paket mit 129,75 m² in der Südvorstadt",477.000 €,"Südvorstadt, 04275 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"129,75 m²",3.676 €/m²,Etagenwohnung,nil,nil,nil,nil,Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Aus 3 mach 5 ++5-Zi-Wohnung im Leipziger Stadtteil Altlindenau++,498.500 €,"Altlindenau, 04177 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,"166,66 m²",2.991 €/m²,Etagenwohnung,nil,nil,nil,nil,4 Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
2-Zi-ETW im beliebten Leipziger Stadtteil Altlindenau!,219.500 €,"Altlindenau, 04177 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"73,38 m²",2.991 €/m²,Etagenwohnung,nil,nil,nil,nil,4 Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Großzügige Wohnung mit geringen Nebenkosten,210.000 €,"Marienthal Ost, 08060 Zwickau
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,185 m²,1.135 €/m²,Maisonette,nil,nil,nil,nil,nil,"3,57 % inkl. ges. MwSt.","{'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Vermietete Zweizimmerwohnung mit Balkon in Dresden Neustadt zum Kauf,220.000 €,"Äußere Neustadt, 01099 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"85,32 m²",2.579 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,"3,57% des Kaufpreises",{}
langjährig vermietete 3-Raumwohnung mit Balkon + Stellplatz in Schloßchemnitz kaufen,109.000 €,"Schloßchemnitz, 09113 Chemnitz
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"80,6 m²",1.352 €/m²,Etagenwohnung,nil,nil,2,1,1 Stellplatz,"3,57% des Kaufpreises inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Attraktive 2-Zimmerwohnung mit Balkon in Stötteritz,225.000 €,"Stötteritz, 04299 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,65 m²,3.462 €/m²,Etagenwohnung,nil,nil,1,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Kapitalanleger aufgepasst! langzeit-vermietete 3.-Raum-ETW mit Balkon in Stötteritz,205.000 €,"Stötteritz, 04299 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,67 m²,3.060 €/m²,Etagenwohnung,nil,nil,2,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
vermietete Kapitalanlage in Naunhof,84.000 €,"04683 Naunhof, Leipzig (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"41,46 m²",2.026 €/m²,Etagenwohnung,nil,nil,1,1,Außenstellplatz,"Die Maklercourtage in Höhe von 3,57 inkl. MwSt. wird zusätzlich zum Kaufpreis erhoben.","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-vermietet-label': ''}"
GEPFLEGTE 2-ZIMMER WOHNUNG IN BLASEWITZ,149.000 €,"Blasewitz (Stadtteil), 01277 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,52 m²,2.865 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Tiefgaragen-Stellplatz,"3,57% des Kaufpreises inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
3-Zimmerwohnung mit Loggia in Plagwitz-Lindenau,217.415 €,"Lindenau, 04177 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"75,23 m²",2.890 €/m²,Etagenwohnung,nil,nil,nil,nil,Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Stilvolles Wohnen im beliebten Leipziger Stadtteil Altlindenau!,204.600 €,"Altlindenau, 04177 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"70,81 m²",2.889 €/m²,Erdgeschosswohnung,nil,nil,nil,nil,4 Stellplätze,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
7% Mietrendite - 4-Raumwohnung in Zwickau,99.000 €,"Mitte-Nord, 08056 Zwickau
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"89,99 m²",1.100 €/m²,Dachgeschoss,nil,nil,3,1,nil,"3,57% des Kaufpreises inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Sehr schöne 3 Zimmer Eigentumswohnung in ruhiger Stadtlage bezugsfertig,270.000 €,"Bühlau/Weißer Hirsch, 01324 Dresden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,77 m²,3.506 €/m²,Etagenwohnung,nil,nil,2,1,1 Außenstellplatz,"3,57%",{}
"Sachwert- Invest m. 4,3 % Rendite/ Mitten im Grünen/ Kapitalanlage m. Blk. ,TG. & Energiekl. B!",98.900 €,"Lockwitzgrund 123e,
01731 Kreischa, Sächsische Schweiz-Osterzgebirge (Kreis)",2,46 m²,2.150 €/m²,Erdgeschosswohnung,47 m²,nil,1,1,1 Tiefgaragen-Stellplatz,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
"Großzügige, helle 95qm Maisonette-Wohnung mit Balkon in Leipzig-Südost",285.000 €,"Holzhausen, 04288 Leipzig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"95,58 m²",2.982 €/m²,Maisonette,nil,nil,nil,2,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
