title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
"Preiswerte, sanierte 3-Zimmer-Wohnung mit Balkon in Rodalben",89.000 €,"Eichenstraße 2,
66976 Rodalben, Südwestpfalz (Kreis)",3,65 m²,1.369 €/m²,Etagenwohnung,65 m²,7.5.2024,2,1,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Geschmackvolle 2-Raum-Wohnung in Hahnstätten in der Seniorenresidenz Aartal,189.000 €,"An der Alten Mälzerei 10,
65623 Hahnstätten, Rhein-Lahn-Kreis",2,54 m²,3.500 €/m²,Etagenwohnung,2 m²,1.5.2024,1,1,nil,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Exklusive Neubauwohnungen in Ramstein | Wohnung Nr. 9,422.000 €,"66877 Ramstein-Miesenbach, Kaiserslautern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,109 m²,3.872 €/m²,Etagenwohnung,nil,nil,3,1,2 Stellplätze,"3,57 % inkl. 19 % der gesetzlichen Mehrwertsteuer","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': ''}"
NEU: Charmante 4-Zimmer-EG-Wohnung mit hohen Decken und Terrasse im Speyerer Zentrum zum Erstbezug,562.545 €,"Kernstadt, 67346 Speyer
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"125,01 m²",4.500 €/m²,Erdgeschosswohnung,nil,2024,3,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Geräumige 2-ZKB-EG-Wohnung in ruhiger Spielstraße mit EBK und großem Balkon,285.000 €,"Diedesfeld, 67434 Neustadt an der Weinstraße
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"81,21 m²",3.509 €/m²,Erdgeschosswohnung,nil,nil,1,1,nil,"3,57 % inkl. 19 % MwSt.",{'is24qa-online-besichtigung-moeglich-label': ''}
***NEUBAUWOHNUNG IN INGELHEIM ab 4.950 € / QM - W06***,490.000 €,"55218 Ingelheim am Rhein, Mainz-Bingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,99 m²,4.949 €/m²,Etagenwohnung,"6,7 m²",2025,2,2,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Im Herzen von Ober-Ingelheim, charmante 4-Zimmer-Wohnung",425.000 €,"An der Burgkirche 1,
55218 Ingelheim am Rhein, Mainz-Bingen (Kreis)",4,107 m²,3.972 €/m²,Dachgeschoss,nil,sofort,3,2,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Modernisierte 3 Zimmer-Küche-Bad Maisonette-Wohnung mit Dachterrasse Provisionsfrei,254.000 €,"Süd, 56068 Koblenz
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,86 m²,2.953 €/m²,Maisonette,11 m²,sofort,2,1,nil,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Exclusive Neubauwohnung sucht neuen Eigentümer,650.000 €,"55545 Bad Kreuznach, Bad Kreuznach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"152,1 m²",4.274 €/m²,Dachgeschoss,nil,sofort,3,2,2 Tiefgaragen-Stellplätze,"3,57%","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Exklusive Neubauwohnungen in Ramstein| Penthouse-Wohnung Nr. 17,487.000 €,"66877 Ramstein-Miesenbach, Kaiserslautern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,120 m²,4.058 €/m²,Penthouse,nil,nil,2,1,2 Stellplätze,"3,57 % inkl. 19 % der gesetzlichen Mehrwertsteuer","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': ''}"
Exklusive Neubauwohnungen in Ramstein | Wohnung Nr. 6,412.000 €,"66877 Ramstein-Miesenbach, Kaiserslautern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,109 m²,3.780 €/m²,Etagenwohnung,nil,nil,2,1,2 Stellplätze,"3,57 % inkl. 19 % der gesetzlichen Mehrwertsteuer","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': ''}"
Hochwertig saniertes Mehrfamilienhaus in der Binger Vorstadt,309.624 €,"55411 Bingen am Rhein, Mainz-Bingen (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"67,2 m²",4.608 €/m²,Etagenwohnung,"5,5 m²",15.04.2024,2,1,nil,"2,98 % inkl. ges. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Klein aber fein - Penthouse-Wohnung mit umlaufender Dachterrasse im Speyerer Zentrum zum Erstbezug,"466.087,50 €","Kernstadt, 67346 Speyer
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,"69,05 m²",6.750 €/m²,Penthouse,"8,18 m²",2024,1,1,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
Exklusive Neubauwohnungen in Ramstein| Wohnung Nr. 10,436.000 €,"66877 Ramstein-Miesenbach, Kaiserslautern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,113 m²,3.858 €/m²,Etagenwohnung,nil,nil,2,1,2 Stellplätze,"3,57 % inkl. 19 % der gesetzlichen Mehrwertsteuer","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': ''}"
