title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Zentral gelegene 3-Zimmerwohnung mit Einbauküche u Balkon!,243.000 €,"61231 Bad Nauheim, Wetteraukreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,84 m²,2.893 €/m²,Hochparterre,nil,sofort,2,1,1 Außenstellplatz,"3,57","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Helle und einladende 3-Zimmer-Wohnung mit Balkon in gepflegtem MFH,365.000 €,"Sachsenhausen-Süd, 60599 Frankfurt am Main
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,68 m²,5.368 €/m²,Etagenwohnung,0 m²,nil,1,1,nil,"3,00% vom Kaufpreis inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Gepflegte Wohnung in 1A Lage!,170.000 €,"Bad Wilhelmshöhe, 34131 Kassel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",2,53 m²,3.208 €/m²,Erdgeschosswohnung,nil,nil,1,1,nil,"3,57 %",{'is24qa-keller-label': ''}
Möblierte Maisonettewohnung über drei Etagen mit zwei Balkonen und Stellplatz!,300.000 €,"Südost, 65189 Wiesbaden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.","2,5",50 m²,6.000 €/m²,Maisonette,10 m²,nach Absprache,1,1,1 Tiefgaragen-Stellplatz,"3,57% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Provisionsfrei: Neubau-Doppelhaus schlüsselfertig inkl. Grundstück,424.000 €,"Merkurstr. 00,
36041 Fulda, Fulda (Kreis)",3,"107,5 m²",3.944 €/m²,Maisonette,"51,56 m²",nil,2,1,2 Außenstellplätze,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
😮Maintal - Geräumige 4-Zimmer-Wohnung mit Balkon und moderner Einbauküche – Zentral gelegen,269.000 €,"Hermann-Löns-Straße 9,
63477 Maintal, Main-Kinzig-Kreis",4,95 m²,2.832 €/m²,Etagenwohnung,nil,01.04.2024,3,2,nil,"3,57% inkl. MwSt. inkl. MwSt. inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
3-Zimmer-Wohnung in Friedrichsdorf!,360.000 €,"61381 Friedrichsdorf, Hochtaunuskreis
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"96,75 m²",3.721 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Außenstellplatz,3 % inkl. ges. MwSt.,"{'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Leben im Zentrum des Europaviertels: Charmante 5-Zimmer-Etagenwohnung mit viel Potenzial,980.000 €,"Gallus, 60486 Frankfurt am Main
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5,147 m²,6.667 €/m²,Etagenwohnung,5 m²,nil,3,2,1 Garage,3.57 % inkl. MwSt.,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-stufenloser-zugang-label': ''}"
Neuwertige 3-Zimmer-Wohnung in Frankfurt - Eschersheim!,599.000 €,"Eschersheim, 60433 Frankfurt am Main
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"105,63 m²",5.671 €/m²,Etagenwohnung,nil,nil,2,2,1 Tiefgaragen-Stellplatz,"Käuferprovision beträgt 3,57 % (inkl. gesetzl. MwSt.)","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}"
3 Zimmer Dachgeschosswohnung in wundervoller Lage in Usseln,130.000 €,"34508 Willingen (Upland), Waldeck-Frankenberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"50,2 m²",2.590 €/m²,Dachgeschoss,nil,sofort,2,1,1 Außenstellplatz,"3,57% inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
