title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Wunderbare Erdgeschoss-Wohnung in idyllisch ruhiger Lage nahe zum Pilsensee und S-Bahn,550.000 €,"82229 Seefeld, Starnberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,100 m²,5.500 €/m²,Etagenwohnung,nil,nil,3,1,Tiefgaragen-Stellplatz,"Käuferprovision: 3,57% inkl. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
"MGF-Group: Exklusive 4 Zimmerwohnung mit einer Wohn-/Nutzfläche von 138,79 m².",890.500 €,"82140 Olching, Fürstenfeldbruck (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"101,07 m²",8.811 €/m²,Etagenwohnung,"138,79 m²",nil,3,2,1 Außenstellplatz,Nein,"{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
PROVISIONSFREI! 3 Zi.-DG Wohnung in idyllischer Siedlung! Reserviert,199.000 €,"84367 Tann, Rottal-Inn (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,94 m²,2.117 €/m²,Dachgeschoss,nil,sofort,1,1,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
"Renovierungsbedürftige 4,5 Zi. Whg mit Garage und eigenem Gartenanteil in ruhiger Lage von Memmingen",225.000 €,"Schießstattstraße 11,
Innenstadt, 87700 Memmingen","4,5",94 m²,2.394 €/m²,Erdgeschosswohnung,nil,nil,3,1,2 Garagen,"2,975","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Wunderschöne 3-Zimmerwohnung im beliebten Baldham/Vaterstetten bei München,647.000 €,"85598 Vaterstetten, Ebersberg (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"93,69 m²",6.906 €/m²,Etagenwohnung,5 m²,ab sofort,2,1,1 Tiefgaragen-Stellplatz,"2,38 % des Kaufpreises inkl. MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
*** effizient Wohnen ( 1 und 2 Zimmer Neubauwohnungen ) und zentral Leben in Murnau ***,496.000 €,"Weilheimerstraße 39,
82418 Murnau am Staffelsee, Garmisch-Partenkirchen (Kreis)",2,"62,18 m²",7.977 €/m²,Etagenwohnung,"12,1 m²",12/2024,1,1,1 Tiefgaragen-Stellplatz,"3,57 % incl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-keller-label': ''}"
Kapitalanlage in direkter U-Bahn Nähe mit verkehrsgünstiger Anbindung,228.000 €,"Friedenheim, 80687 München
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,34 m²,6.706 €/m²,Etagenwohnung,nil,vermietet,nil,nil,nil,"2,975 % inkl. ges. MwSt.","{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': ''}"
Super geschnittene Drei-Zimmer-Wohnung in Dillingen in toller Lage,219.000 €,"89407 Dillingen an der Donau, Dillingen an der Donau (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,103 m²,2.126 €/m²,Etagenwohnung,nil,1.08.2024,2,1,1 Tiefgaragen-Stellplatz,"3,57%","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Neuwertige Eigentumswohnung am Englischen Garten,890.000 €,"Alte Heide-Hirschau, 80805 München
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,87 m²,10.230 €/m²,Hochparterre,nil,sofort,2,nil,nil,"3,57 % vom Kaufpreis",{'is24qa-balkon-terrasse-label': ''}
Eigentumswohnung mit Osserblick in Lohberg!,149.000 €,"93470 Lohberg, Cham (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4,"89,31 m²",1.668 €/m²,Etagenwohnung,5 m²,sofort!,2,2,1 Garage,"3,57 % inkl. MwSt.",{}
