title,price,address,rooms,living_space,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing
Helle und gut geschnittene Dreizimmerwohnung in Osthofen!,249.000 €,"67574 Osthofen, Alzey-Worms (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,76 m²,3.276 €/m²,Etagenwohnung,nil,nil,2,1,nil,"Käuferprovision beträgt 3,57 % (inkl. MwSt.) des beurkundeten Kaufpreises","{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': ''}"
Geräumige Dachgeschosswohnung mit Klimaanlage,189.000 €,"67732 Hirschhorn/Pfalz, Kaiserslautern (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,115 m²,1.643 €/m²,Dachgeschoss,nil,VERFÜGBAR,2,1,1 Carport,"3,57 % inkl. MwSt.","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Exklusive 3 Zimmer Wohnung in Bad Sobernheim - Wohnpark Naheblick,489.900 €,"55566 Bad Sobernheim, Bad Kreuznach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,109 m²,4.494 €/m²,Etagenwohnung,nil,nil,1,2,nil,keine Käuferprovision,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
Pflegeimmobilie langfristig vermietet! Keine Eigennutzung möglich!,229.777 €,"55543 Bad Kreuznach, Bad Kreuznach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,44 m²,5.222 €/m²,Etagenwohnung,nil,nil,nil,nil,nil,Nein,{'is24qa-provisionsfrei-fuer-kaufende-label': ''}
Bretzenheim: Kapital gut angelegt,269.000 €,"Michael-Müller-Ring 13,
Bretzenheim, 55128 Mainz",3,"79,31 m²",3.392 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Tiefgaragen-Stellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
attraktive Geldanlage,140.000 €,"55566 Bad Sobernheim, Bad Kreuznach (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,"74,7 m²",1.874 €/m²,Etagenwohnung,nil,nil,2,1,1 Außenstellplatz,"4.432,75","{'is24qa-balkon-terrasse-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}"
Großzügige Dachgeschosswohnung in Oberwinter,99.000 €,"53424 Remagen, Ahrweiler (Kreis)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3,83 m²,1.193 €/m²,Dachgeschoss,nil,nil,nil,1,nil,"3,57 %","{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}"
"1-ZIMMER-APPARTEMENT MIT TG-STELLPLATZ, WEST-BALKON UND KÜCHENZEILE",133.000 €,"Kernstadt, 67227 Frankenthal (Pfalz)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1,41 m²,3.244 €/m²,Etagenwohnung,nil,vermietet!,1,1,1 Tiefgaragen-Stellplatz,"3,57 % des Kaufpreises inkl. 19 % MwSt.","{'is24qa-personenaufzug-label': '', 'is24qa-balkon-terrasse-label': '', 'is24qa-einbaukueche-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-vermietet-label': ''}"
provisionsfrei: solide Rente sichern,329.000 €,"Georg-Schrank-Straße 13,
Hechtsheim, 55129 Mainz",3,"81,47 m²",4.038 €/m²,Etagenwohnung,nil,nil,nil,nil,1 Außenstellplatz,Nein,"{'is24qa-balkon-terrasse-label': '', 'is24qa-garten-mitbenutzung-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
leere 3-Zi. Wohnung in Mainz-Mombach,180.300 €,"Am Lemmchen 19,
Mombach, 55120 Mainz",3,"69,1 m²",2.609 €/m²,Etagenwohnung,nil,sofort,nil,nil,nil,Nein,"{'is24qa-keller-label': '', 'is24qa-provisionsfrei-fuer-kaufende-label': ''}"
